true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,1026,0,0,0,0,1,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
CD16-_NK_cells,1,0,8,15,0,18,0,3832,0,0,0,0,0,10,0,0,0,0,0,0,11,1,1,0,8,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,108,4,0,0,0,182,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,1,3229,25,0,0,0,0,0,30,0,0,0,0,5,0,0,5,0,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,914,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CD4_T_cells,12542,0,11708,25,0,39,0,0,0,0,0,0,0,1488,0,338,0,0,5,0,0,0,0,163,0,56,0,0,0,2
CD8_T_cells,114,0,58,10926,0,7623,0,0,0,0,0,0,0,92,0,315,0,0,6,0,810,0,0,113,0,46,0,0,0,5
Mature_B_cells,0,10,0,0,8401,0,7643,0,119,2,7,0,0,0,0,0,0,3,0,134,0,4,10,0,74,0,96,0,17,0
Monocytes,0,11528,0,0,0,0,1,3,3,1,3104,2767,3112,0,0,0,0,405,0,0,0,0,1,0,82,0,0,91,1,0
Plasma_B_cells,0,0,0,0,0,0,1,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,304,0,1,0,0,0,0,0
Pre_B_cells,0,0,0,0,94,0,81,0,5762,42,0,0,0,0,0,0,0,0,0,1,0,0,145,0,9,0,1,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,9,502,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,2,12,0,0,0,1219,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
