true_population,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,23,24,25,26,27,28,30,31,32,33,34,37,39,40
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,994,0,0,0,0,0,203,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,1528,718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CD16-_NK_cells,0,0,2,5,0,3806,5,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,34,10,2,0,0,22,12,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,4,4,45,2,7,220,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,4,0,0,0,0,0,1250,17,1597,388,17,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,10,0,81,802,0,0,0,0,5,1,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
CD4_T_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24573,0,0,0,1025,142,0,4,34,0,587,0,0,0,1
CD8_T_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,95,85,0,1,18696,818,28,0,0,3,0
Mature_B_cells,100,33,1,0,0,0,0,15420,2,0,0,0,0,0,890,10,4,4,1,0,4,4,45,1,0,1,0,0,0,0,0,0,0,0
Monocytes,2,0,1,0,1,2,0,0,0,305,0,0,0,0,0,4931,45,1,0,0,1677,314,6,0,0,9955,0,0,0,0,327,3532,0,0
Plasma_B_cells,24,0,305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pre_B_cells,5268,624,125,0,0,0,0,102,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pro_B_cells,44,2,1,0,0,0,0,0,452,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,2,0,0,2,223,0,0,1,0,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
