true_population,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
B-cell Frac A-C (pro-B cells),0,0,71,12,1,8,8,0,2,1,1,3,33,39,18,0,3,0,2,2,3,0,0,4,11,1,0,2,2,3,0,2,2,5,0,3,20,4,0,0
Basophils,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,272,0,2,0,0,0,0,0,4,0,3,0,0
CD4 T cells,0,0,0,0,0,0,0,0,0,397,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CD8 T cells,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,510,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CLP,0,3,0,0,0,0,0,0,5,0,0,4,1,0,5,0,0,0,0,0,0,0,0,0,0,37,0,0,0,4,0,0,0,0,0,0,0,0,0,0
CMP,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,136,33,0
Classical Monocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,96,0,0,0,2,0,0,0,0,1,0,13066,3,0,186,0,15,226
Eosinophils,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,4158,0,0,0,1,0,1,0,0,0,49,2,0,0,0,0,28,2,0,357,8,53,501
GMP,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,75,599,4
HSC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IgD- IgMpos B cells,0,0,1097,1575,0,202,105,0,0,0,0,0,16,495,13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
IgDpos IgMpos B cells,0,0,4,147,0,91,8506,0,0,1,1,0,0,3,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IgM- IgD- B-cells,0,4,9,0,0,0,27,0,4,0,0,0,435,530,4,0,0,0,0,0,99,0,0,4,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
Intermediate Monocytes,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,70,55,0,11779,2,2,119
MEP,0,0,2,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,277,0,0,0,0,0,0,0,0
MPP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,131,0,0,0,0,0,0,0,39,5,0
Macrophages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,142,0,0,40,0,0,0,0,0,0,1,0,0,10,1,0,0
NK cells,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,115,2,0,1,5,1,1,4,0,10,1,0,0,0,0,43,0,2,0,0
NKT cells,0,0,0,0,0,0,0,0,0,46,20,0,1,0,0,0,0,0,1,54,7,0,0,0,827,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
Non-Classical Monocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,1,0,0,0,0,0,0,0,0,0,0
Plasma Cells,0,0,0,0,114,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gd T cells,0,0,0,0,0,0,0,0,2,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
mDCs,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,93,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pDCs,1287,1091,0,0,0,1,1,381,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,206,0,0,0,1,1,0,0
