true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24
1,2,0,0,5,0,0,0,0,2,876,0,0,0,1,1,0,8,17,0,0,0,0,0,0
10,0,1,0,0,0,0,11,0,15,0,0,573,0,0,1,0,2,2,0,1,0,2,0,0
11,0,39,13632,17,5,227,0,0,0,1,0,0,15,0,1,0,1,0,0,0,0,0,2,24
12,0,19,0,9,7748,0,0,3,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,1
13,0,67,0,109,0,0,0,0,0,0,3496,0,0,0,0,0,0,0,0,0,0,6,0,6
14,0,5,0,1,0,0,0,0,0,4,0,0,0,0,179,0,0,5,0,0,0,0,0,0
15,1,44,0,35,0,0,0,0,0,1,3,0,0,0,60,0,2,6,0,0,0,0,0,0
16,0,1533,3,940,0,0,11,0,25,2,477,0,7,0,0,0,6,17,0,0,0,0,0,4
17,0,0,163,0,1,6772,0,0,0,0,0,0,3,0,0,2,43,0,3,0,0,0,0,0
18,0,2,0,0,1127,0,0,8300,57,0,0,0,29,43,0,0,5,0,0,0,1,0,0,0
19,1,56,0,50,0,0,78,0,3452,5,9,50,12,0,5,0,142,4,0,0,0,0,0,0
2,6713,0,0,26,0,0,0,0,0,14,0,0,0,8,0,0,9,8,0,1,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,1,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,44,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,1,0,2,0,0,0,0,0,2,0,9,0,0,224,0,1,1,0,0,0,0,0,0
24,0,2,0,6,0,0,2,0,63,3,1,901,0,1,3,0,7,5,0,0,0,0,0,0
3,688,0,0,19,0,0,0,0,8,522,0,0,0,3,1,0,16,21,0,0,0,0,0,0
4,0,19,0,5,0,0,0,0,2,4,0,1,0,0,222,0,0,0,0,0,0,0,0,0
5,0,11562,0,66,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,13,0,5
6,0,1,0,0,0,0,0,0,45,8,0,1,0,0,18,0,0,0,0,0,0,0,0,0
7,0,50,0,105,0,0,0,0,1,1,4,0,0,0,90,0,5,5,0,0,0,0,0,0
8,1,148,2,161,0,0,107,0,48,0,22,0,0,0,0,0,9,1,0,0,0,2,0,1
9,0,34,0,71,1,0,7631,0,10,0,3,28,0,0,0,0,8,2,0,1,1,6,0,0
