true_population,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
B-cell Frac A-C (pro-B cells),6,7,17,2,0,0,0,11,26,122,2,0,1,0,3,0,1,0,4,0,1,2,13,2,3,2,0,5,0,11,4,2,1,4,1,4,9,0,0,0
Basophils,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,271,0,12,0,1,0,0,0,2,0,3,0,0,0,0
CD4 T cells,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,1,240,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CD8 T cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,62,623,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CLP,0,0,5,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0
CMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,0,0,0,0,168,0,1,0,0
Classical Monocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,2,0,0,308,12653,0,0,0,209,0,10,12,156,238
Eosinophils,0,0,0,0,0,0,0,0,0,0,0,0,1,4157,4,7,0,0,1,4,0,0,0,0,2,49,0,0,0,241,24,0,0,0,0,31,43,47,0,562
GMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,4,0,0,1,0,0,0,0,0,19,328,0,318,0,8
HSC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
IgD- IgMpos B cells,82,1148,11,0,0,0,0,222,375,1664,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
IgDpos IgMpos B cells,8538,78,1,0,0,0,0,123,3,10,0,0,0,0,13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IgM- IgD- B-cells,27,0,3,5,2,0,0,0,227,716,1,0,0,0,0,0,0,0,4,1,31,0,3,0,0,0,1,99,0,0,3,0,0,0,0,0,0,0,0,0
Intermediate Monocytes,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,11162,101,0,0,0,8,2,613,3,3,142
MEP,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,74,1,0,0,0,0,0,0,75,0,0,268,0,0,0,0,0,0,0,0
MPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35,124,0,35,0,2,0,0
Macrophages,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,145,0,0,0,0,0,0,0,32,0,0,0,1,0,0,0,0,1,11,0,2,0
NK cells,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,6,0,26,5,1,129,1,0,0,0,2,9,0,2,0,0,0,0
NKT cells,0,0,0,0,0,0,0,0,0,0,1,0,41,0,0,0,19,9,0,0,1,0,881,2,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0
Non-Classical Monocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Plasma Cells,0,0,0,0,0,0,114,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gd T cells,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,3,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mDCs,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,84,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pDCs,1,0,1,5,1037,1241,0,1,0,0,285,397,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
