true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,30
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,1024,0,0,0,0,1,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CD16-_NK_cells,2,0,20,6,0,15,3832,0,0,0,0,0,10,0,0,0,0,0,0,0,10,1,1,0,8,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,34,28,0,0,0,232,0,10,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,1,108,3094,0,0,0,7,0,35,0,0,0,0,45,0,0,5,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,1,914,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CD4_T_cells,14112,0,30,9066,0,37,0,0,0,0,0,0,2525,0,0,384,0,0,0,6,0,0,0,151,0,55,0,0,0
CD8_T_cells,108,0,11073,49,0,7683,0,0,0,0,0,0,117,0,0,101,0,0,0,6,818,0,0,107,0,46,0,0,0
Mature_B_cells,0,6,0,0,9400,0,0,6712,103,10,2,0,0,0,0,0,0,89,3,0,0,4,10,0,74,0,0,91,16
Monocytes,0,11352,0,0,1,0,3,0,3,3158,1,3848,0,2132,0,0,0,0,422,0,0,0,1,0,82,0,95,0,1
Plasma_B_cells,0,0,0,0,0,0,0,1,23,0,1,0,0,0,0,0,0,1,0,0,0,0,303,0,1,0,0,0,0
Pre_B_cells,0,0,0,0,15,0,0,85,5066,0,42,0,0,0,0,0,0,774,0,0,0,0,144,0,9,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,7,1,502,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1227,0,2,0,0,0,0,0,0,0,2,0,0,0,0
