dataset,som_seed,regime,selector_seed,requested_k,selected_k,occupied_node_metaclusters,occupied_event_metaclusters,r_runtime_seconds,label_information_used_for_selection,evaluation_mode,n_total_events,n_evaluable_events,n_true_populations,n_predicted_clusters_all_events,n_predicted_clusters_evaluable,clusters_absent_from_evaluation,overclustering_ratio_evaluable,ari,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,hungarian_accuracy,matched_clusters,unmatched_evaluable_clusters,unmatched_evaluable_events,mean_population_effective_predicted_clusters,median_population_effective_predicted_clusters,mean_population_split_clusters_ge_1pct,mean_evaluable_cluster_purity,weighted_evaluable_cluster_purity,mean_cluster_effective_true_populations,mean_cluster_merge_populations_ge_1pct
Levine_32dim,16,official_auto_max40,12345,40,6,6,6,4.62,False,multiclass_rectangular_hungarian,265627,104184,14,6,5,1,0.35714285714285715,0.6569991061458093,0.25355485904572467,0.34889550571177974,0.2845016530308007,0.5490472252714819,0.6926495431160254,0.5962807846517982,0.6926495431160254,5,0,0,1.0340986797142926,1.0151699899203368,1.4285714285714286,0.7099536053280291,0.6926495431160254,2.0905477068283083,3.6
Levine_32dim,16,official_fixed_ktrue,12345,14,14,14,14,0.939999999999998,False,multiclass_rectangular_hungarian,265627,104184,14,14,12,2,0.8571428571428571,0.6894035113793742,0.5209185997769559,0.6117185112547562,0.539184287542349,0.6760077052583577,0.7436650541349918,0.6661604723302765,0.743665054134992,12,0,0,1.1381759632847965,1.1395988863963233,2.0714285714285716,0.7155152815203202,0.7452487906012439,2.0546606601839112,3.0
Levine_32dim,16,official_fixed_k40,12345,40,40,40,40,4.80000000000001,False,multiclass_rectangular_hungarian,265627,104184,14,40,36,4,2.5714285714285716,0.8571458107352024,0.8281116526016196,0.7946514097398774,0.7791164911918365,0.9734149055786543,0.8485468018121787,0.8969081618644017,0.8485468018121785,14,22,12170,1.6036155642976355,1.4414059520181157,3.642857142857143,0.8243736794049306,0.9613856254319282,1.5623046292303089,2.361111111111111
Levine_32dim,17,official_auto_max40,12345,40,6,6,6,5.09,False,multiclass_rectangular_hungarian,265627,104184,14,6,5,1,0.35714285714285715,0.6816935696776276,0.25799405008207665,0.35345124618837337,0.2908532294779677,0.5516223349783546,0.7061161022805805,0.6058574719154851,0.7061161022805805,5,0,0,1.0158684206739044,1.0044810533103523,1.3571428571428572,0.7223833402298147,0.7061161022805805,1.949637897889924,3.0
Levine_32dim,17,official_fixed_ktrue,12345,14,14,14,14,1.03,False,multiclass_rectangular_hungarian,265627,104184,14,14,12,2,0.8571428571428571,0.6953101957007544,0.45268962489889686,0.5573106871281511,0.4742351356693923,0.6828692647347785,0.740535974813791,0.6581973656520408,0.740535974813791,12,0,0,1.1253627687819747,1.0354806031437125,1.7857142857142858,0.7411658359363024,0.7498656223604392,1.660852200064503,2.5833333333333335
Levine_32dim,17,official_fixed_k40,12345,40,40,40,40,4.32999999999998,False,multiclass_rectangular_hungarian,265627,104184,14,40,37,3,2.642857142857143,0.7354009004998227,0.7831053005765469,0.686943343688115,0.6963377015250736,0.9673274381017193,0.7276357214159563,0.811150596080047,0.7276357214159563,14,23,24217,1.8138567753663548,1.7546851339918064,3.642857142857143,0.8470342645494513,0.9615967902940951,1.4195348731732276,2.2972972972972974
Levine_32dim,18,official_auto_max40,12345,40,6,6,6,4.69,False,multiclass_rectangular_hungarian,265627,104184,14,6,5,1,0.35714285714285715,0.6644076619766436,0.2551489294627033,0.3494376670583815,0.2865204503404623,0.5492634520192126,0.6961913537587345,0.598888081663635,0.6961913537587345,5,0,0,1.0193515575700907,1.0024338158235606,1.2857142857142858,0.7144170024955693,0.6961913537587345,2.046883942042146,3.4
Levine_32dim,18,official_fixed_ktrue,12345,14,14,14,14,1.09,False,multiclass_rectangular_hungarian,265627,104184,14,14,11,3,0.7857142857142857,0.6949610835646782,0.4694236476235855,0.5622942697791254,0.47771042033979294,0.7097413023370565,0.739576134531214,0.6575642015075853,0.739576134531214,11,0,0,1.1227427762852626,1.0504323986253108,1.7857142857142858,0.700007003625869,0.7491841357598096,1.8414412659529185,2.8181818181818183
Levine_32dim,18,official_fixed_k40,12345,40,40,40,40,4.47,False,multiclass_rectangular_hungarian,265627,104184,14,40,36,4,2.5714285714285716,0.5998787243706124,0.80271450411771,0.6781325155234921,0.6845215937467853,0.9708098070264009,0.5910120555939491,0.7110745904623672,0.5910120555939492,14,22,38723,1.9562180567645224,1.839016594525071,3.7857142857142856,0.8541893318434792,0.9620383168240805,1.4238161800970177,2.1944444444444446
Levine_32dim,19,official_auto_max40,12345,40,6,6,6,4.78999999999999,False,multiclass_rectangular_hungarian,265627,104184,14,6,5,1,0.35714285714285715,0.6763520298261633,0.2572426893038358,0.3515068308941486,0.28941487559422835,0.550809728487432,0.7028046533056899,0.6036178585758718,0.70280465330569,5,0,0,1.0117959375200598,1.0,1.2857142857142858,0.7202795300507404,0.70280465330569,1.9779180839763595,3.2
