true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,30
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1013,0,1,0,0,0,0,0,0,0,3,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CD16-_NK_cells,2,0,8,19,0,16,3831,0,0,0,0,0,0,0,0,0,10,1,0,0,0,9,1,0,8,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,27,86,0,0,181,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,1,104,2795,0,0,0,36,0,57,0,0,297,0,0,0,0,5,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,2,913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CD4_T_cells,13755,0,10627,18,0,46,0,0,0,0,0,0,0,0,0,413,116,1171,0,0,8,0,0,157,0,55,0,0,0
CD8_T_cells,223,0,64,10445,0,8291,0,0,0,0,0,0,0,0,0,12,89,10,0,0,12,806,0,110,0,46,0,0,0
Mature_B_cells,0,6,0,0,9493,0,0,6695,114,10,1,0,0,0,0,0,4,0,3,1,0,0,11,0,74,0,0,91,17
Monocytes,0,10803,0,0,1,0,3,0,3,3919,1,3381,2387,0,0,0,1,0,425,0,0,0,1,0,82,0,92,0,0
Plasma_B_cells,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,1,0,0,303,0,1,0,0,0,0
Pre_B_cells,0,0,0,0,192,0,0,89,5658,0,2,0,0,0,0,0,0,0,0,40,0,0,144,0,9,0,0,1,0
Pro_B_cells,0,0,0,0,1,0,0,0,12,2,13,0,0,0,0,0,0,0,0,484,0,0,0,0,1,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,7,0,0,0,1226,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
