true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,17,18,19,20,21,22,23,24
1,0,0,3,2,0,0,0,0,879,2,0,0,0,1,1,7,17,0,0,0,0,0,0
10,1,0,0,0,0,0,0,28,0,15,0,555,0,2,0,2,2,0,1,0,2,0,0
11,47,13389,0,10,4,448,0,0,7,0,0,0,19,1,0,1,0,0,0,0,0,5,33
12,19,0,0,9,7784,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
13,91,0,0,126,0,0,0,0,0,0,3453,0,0,0,0,0,0,0,0,0,6,0,8
14,4,0,0,0,0,0,0,0,8,0,0,0,0,174,0,0,8,0,0,0,0,0,0
15,40,0,0,35,0,0,0,0,2,0,5,0,0,62,0,2,6,0,0,0,0,0,0
16,1608,3,0,718,0,0,0,18,195,24,425,0,5,0,0,6,17,0,0,0,0,2,4
17,0,56,0,0,1,6882,0,0,0,0,0,0,3,0,0,42,0,3,0,0,0,0,0
18,2,0,0,0,760,0,8729,0,0,49,0,0,17,0,1,5,0,0,0,1,0,0,0
19,57,0,1,41,0,0,0,85,15,3448,9,45,14,3,0,142,4,0,0,0,0,0,0
2,0,0,6410,22,0,0,0,0,320,1,0,0,0,0,6,11,8,0,1,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,1,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,249,42,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,0,2,0,0,0,0,3,1,0,6,0,226,0,1,0,0,0,0,0,0,0
24,2,0,0,1,0,0,0,2,8,70,0,893,0,5,1,7,5,0,0,0,0,0,0
3,0,0,385,16,0,0,0,0,831,7,0,0,0,0,3,15,21,0,0,0,0,0,0
4,16,0,0,1,0,0,0,0,10,2,0,0,0,224,0,0,0,0,0,0,0,0,0
5,11502,0,0,66,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,11,0,5
6,1,0,0,0,0,0,0,0,10,45,0,1,0,16,0,0,0,0,0,0,0,0,0
7,51,0,0,105,0,0,0,0,6,1,1,0,0,87,0,5,5,0,0,0,0,0,0
8,155,2,1,154,0,0,0,110,7,49,11,0,0,0,0,9,1,0,0,0,2,0,1
9,36,0,0,67,2,0,0,7649,3,8,2,10,0,0,0,8,2,0,1,2,6,0,0
