true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,30
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,1017,0,0,0,0,1,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CD16-_NK_cells,2,0,16,7,0,18,3831,0,0,0,0,0,0,12,0,0,0,0,0,9,0,1,1,0,8,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,35,0,9,0,0,0,250,0,10,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,182,1,2999,0,0,0,14,0,30,0,0,0,0,64,0,0,5,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,3,0,912,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CD4_T_cells,13768,0,21,9843,0,44,0,0,0,0,0,0,0,2117,0,351,0,0,0,0,8,0,0,159,0,55,0,0,0
CD8_T_cells,98,0,10567,56,0,8068,0,0,0,0,0,0,0,127,0,196,0,0,0,834,11,0,0,104,0,46,0,0,1
Mature_B_cells,0,6,0,0,8797,0,0,7303,11,102,2,0,0,0,0,0,0,118,3,0,0,4,10,0,74,0,0,90,0
Monocytes,0,10489,0,0,1,0,3,0,3733,3,1,4156,2135,0,0,0,0,1,393,0,0,8,1,0,82,0,93,0,0
Plasma_B_cells,0,0,0,0,0,0,0,1,0,23,1,0,0,0,0,0,0,1,0,0,0,0,303,0,1,0,0,0,0
Pre_B_cells,0,0,0,0,20,0,0,63,0,5074,38,0,0,0,0,0,0,786,0,0,0,0,145,0,9,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,3,9,498,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1228,0,2,0,0,0,0,0,0,0,2,0,0,0,0
