true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,30,31
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,1014,0,0,0,0,0,1,0,0,3,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
CD16-_NK_cells,3,9,0,16,0,18,3835,0,0,0,0,0,0,4,0,0,0,0,0,0,10,1,1,0,8,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,0,8,8,0,0,278,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,1,0,3003,108,0,0,79,30,0,0,0,0,0,69,0,0,5,0,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,912,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CD4_T_cells,11491,12220,0,11,0,39,0,0,0,0,0,0,0,2008,0,0,374,0,0,6,0,0,0,160,0,55,0,0,0,2
CD8_T_cells,125,61,0,10941,0,7881,0,0,0,0,0,0,0,123,0,0,8,0,0,7,809,0,0,102,0,46,0,0,0,5
Mature_B_cells,0,0,7,0,8947,0,0,7080,102,0,3,8,0,0,0,0,0,175,3,0,0,4,10,0,74,0,0,91,16,0
Monocytes,0,0,10910,0,1,0,3,0,3,4603,1,2197,2806,0,0,0,0,0,391,0,0,1,1,0,82,0,99,0,1,0
Plasma_B_cells,0,0,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,2,0,0,0,0,303,0,1,0,0,0,0,0
Pre_B_cells,0,0,0,0,8,0,0,57,5076,0,41,0,0,0,0,0,0,799,0,0,0,0,145,0,9,0,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,7,0,501,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1228,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
