true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,30
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,1005,0,0,0,1,0,0,0,0,3,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CD16-_NK_cells,2,0,16,6,18,0,0,3831,0,0,0,0,11,0,0,0,0,0,10,2,0,0,1,0,8,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,32,88,0,0,174,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,1,89,3079,0,0,0,0,30,0,0,0,91,0,0,0,0,5,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,913,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
CD4_T_cells,13085,0,23,9549,48,0,0,0,0,0,0,0,3067,0,0,0,0,369,0,4,8,0,0,157,0,56,0,0,0
CD8_T_cells,155,0,10463,47,8315,0,0,0,0,0,0,0,127,0,0,0,0,4,838,0,11,0,0,102,0,46,0,0,0
Mature_B_cells,0,6,0,0,0,8475,7715,0,101,10,1,0,0,0,0,0,3,0,0,4,0,12,10,0,74,0,0,90,19
Monocytes,0,12108,0,0,0,0,1,3,3,3784,1,3972,0,0,598,0,452,0,0,0,0,0,1,0,82,0,94,0,0
Plasma_B_cells,0,0,0,0,0,0,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,1,0,0,0,0
Pre_B_cells,0,0,0,0,0,192,92,0,5098,0,26,0,0,0,0,0,0,0,0,0,0,570,148,0,9,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,13,1,495,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,1,1,0,0,1226,0,2,6,0,0,0,0,0,0,0,2,0,0,0,0
