true_population,1,2,3,5,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,29,30,31,32,33,34,35,36,37,38,39,40
Basophils,0,0,0,0,0,1,0,0,0,160,0,0,19,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,2,0,168,0,0,605,0,1,0,2,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD16-_NK_cells,2,4,31,0,0,6,0,1214,0,0,2594,9,32,0,10,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,173,0,0,0,11,0,0,0,0,0,0,0,0,8,2,0,0,0,2,108,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,2,0,0,0,0,0,0,5,10,0,0,0,0,0,0,13,0,1204,379,0,0,5,4,1502,171,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,69,775,0,0,0,2,59,0,0,0,0,0
CD4_T_cells,140,24287,33,0,568,41,0,0,165,0,0,1131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8_T_cells,82,380,19447,0,38,30,0,0,16,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mature_B_cells,0,0,0,15586,0,63,673,0,0,0,0,1,42,0,0,0,0,0,7,8,4,1,1,0,36,0,3,3,0,1,91,0,0,0
Monocytes,0,0,0,0,0,62,0,0,0,0,2,0,0,0,0,1,0,55,1102,13809,1,1,0,0,0,73,1473,57,0,0,2,2396,1736,329
Plasma_B_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,1,0,24,0,0,0
Pre_B_cells,0,0,0,122,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,133,6,0,602,0,0,0,1,17,5247,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,2,0,0,0,10,333,19,0,0,0
pDCs,0,0,0,0,0,2,0,0,0,1231,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
