true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24
1,0,3,0,4,0,0,0,0,2,876,0,0,0,23,0,2,1,0,0,0,0,0,1,0
10,1,0,0,0,0,0,0,17,16,0,0,0,566,4,0,1,0,1,0,0,2,0,0,0
11,41,0,13375,9,0,381,0,0,0,5,0,22,0,0,104,1,0,0,0,0,0,2,0,24
12,2,0,0,11,7664,0,18,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,1
13,166,0,0,127,0,0,0,0,0,0,3378,0,0,0,0,0,0,0,0,0,6,0,0,7
14,5,0,0,0,0,0,0,0,0,9,0,0,0,4,0,176,0,0,0,0,0,0,0,0
15,45,0,0,33,0,0,0,0,0,2,3,0,0,8,0,61,0,0,0,0,0,0,0,0
16,1603,0,3,731,0,0,0,18,19,151,435,34,0,23,0,0,0,0,0,0,0,4,0,4
17,0,0,52,0,0,6884,0,0,0,0,0,3,0,43,2,0,0,0,3,0,0,0,0,0
18,1,0,0,0,767,0,8675,0,58,0,0,56,0,5,0,0,1,0,0,1,0,0,0,0
19,63,2,0,43,0,0,0,80,3454,7,8,11,47,139,0,3,0,0,0,0,0,0,7,0
2,0,6609,0,25,0,0,0,0,1,123,0,0,0,9,0,0,5,1,0,0,0,0,6,0
20,0,0,0,0,0,0,0,0,0,0,0,0,467,1,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,3,0,0,0,290,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,0,2,0,0,0,0,1,2,0,0,6,1,0,227,0,0,0,0,0,0,0,0
24,2,0,0,2,0,0,0,2,71,7,1,0,895,12,0,2,0,0,0,0,0,0,0,0
3,0,403,0,17,0,0,0,0,7,812,0,0,0,23,0,0,3,0,0,0,0,0,13,0
4,13,0,0,1,0,0,0,0,2,8,0,0,1,0,0,228,0,0,0,0,0,0,0,0
5,11274,0,0,57,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,13,0,0,5
6,1,0,0,0,0,0,0,0,45,9,0,0,1,0,0,17,0,0,0,0,0,0,0,0
7,51,0,0,102,0,0,0,0,1,5,3,0,0,10,0,89,0,0,0,0,0,0,0,0
8,161,1,2,153,0,0,0,107,49,7,9,0,0,8,0,0,0,0,0,0,2,0,2,1
9,38,0,0,66,1,0,0,7622,10,2,0,0,40,9,0,0,0,1,0,1,6,0,0,0
