true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,1022,0,0,0,0,0,0,1,0,3,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
CD16-_NK_cells,4,0,8,16,19,0,0,3834,0,0,0,0,4,0,0,0,0,0,0,10,0,1,1,0,8,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,85,0,34,0,175,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,1,3069,0,108,0,0,0,34,0,0,0,0,0,0,78,0,5,0,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,913,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CD4_T_cells,13897,0,10549,19,47,0,0,0,0,0,0,0,1268,0,0,0,364,0,6,1,0,0,0,158,0,55,0,0,0,2
CD8_T_cells,128,0,63,10399,8407,0,0,0,0,0,0,0,96,0,0,0,18,0,6,835,0,0,0,105,0,46,0,0,0,5
Mature_B_cells,0,10,0,0,0,8392,7794,5,114,2,0,8,3,0,0,0,0,3,0,0,0,10,1,0,74,0,0,87,17,0
Monocytes,0,13919,0,0,0,0,1,3,3,1,4475,1036,11,0,1062,0,0,410,0,0,0,1,0,0,82,0,95,0,0,0
Plasma_B_cells,0,0,0,0,0,1,1,0,23,1,0,0,0,0,0,0,0,0,0,0,0,303,0,0,1,0,0,0,0,0
Pre_B_cells,0,0,0,0,0,221,75,0,5644,40,0,0,0,0,0,0,0,0,0,0,1,145,0,0,9,0,0,0,0,0
Pro_B_cells,0,0,0,0,0,1,0,0,12,498,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,1,0,6,0,1227,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
