true_population,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,21,22,23,24,25,27,28,29,30,32,33,34,35,36,37,38,39
Basophils,0,0,0,0,0,0,0,0,0,0,201,0,0,0,996,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CD16+_NK_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,447,1,0,0,1679,0,0,0,0,0,0,0,0,0,0,2
CD16-_NK_cells,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1139,2684,26,4,0,0,3,7,0,2,0,0,18,0,14,1,5
CD34+CD38+CD123+_HSPCs,6,41,61,0,0,0,0,0,0,0,185,0,0,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,1487,1287,124,0,0,0,0,0,0,10,0,0,6,361,6,5,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CD34+CD38lo_HSCs,852,41,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD4_T_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24394,1,0,0,1067,187,136,0,0,62,0,0,478,41
CD8_T_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,1,0,0,104,10,86,0,0,18547,0,990,39,30
Mature_B_cells,0,0,0,0,3,2,9,0,0,4,0,0,1,1,0,4,3,81,0,0,29,0,0,0,0,1,0,0,42,10412,0,5869,0,0,59
Monocytes,0,0,134,329,1612,11073,3084,565,3686,1,0,192,1,0,0,36,313,3,0,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,62
Plasma_B_cells,0,0,1,0,0,0,0,0,0,0,0,0,302,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
Pre_B_cells,0,0,0,0,0,0,0,0,0,0,0,0,124,9,0,0,0,4778,0,0,0,0,0,0,0,0,0,0,1097,13,0,109,0,0,5
Pro_B_cells,17,11,1,0,0,0,0,0,0,0,0,0,2,423,0,0,0,53,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
pDCs,0,0,6,0,0,0,0,0,0,0,1224,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
