true_population,1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,40
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,0,0,160,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0
CD16+_NK_cells,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,361,1685,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
CD16-_NK_cells,0,0,0,0,0,1,1,0,0,0,4,1358,4,0,21,2453,0,0,0,8,0,0,0,36,0,0,0,0,0,0,2,11,0,6,0
CD34+CD38+CD123+_HSPCs,0,0,0,6,35,0,0,2,0,0,0,0,0,9,0,0,0,5,216,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,5,909,1398,2,19,780,0,0,0,0,0,15,0,0,0,9,0,0,0,0,0,21,135,0,0,0,0,0,0,0,0,2,0
CD34+CD38lo_HSCs,0,0,0,0,55,0,1,836,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
CD4_T_cells,0,0,0,0,0,0,0,0,1,0,24481,0,0,0,28,0,0,0,0,1054,0,0,607,0,0,0,13,0,0,0,139,0,0,43,0
CD8_T_cells,0,0,0,0,0,0,0,0,0,1,343,0,0,0,18682,0,0,0,0,120,0,0,32,0,0,0,6,0,0,0,78,814,0,32,0
Mature_B_cells,16270,48,82,2,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,1,4,9,0,33,0,0,0,3,2,0,0,0,0,58,0
Monocytes,1,0,3,0,0,1,1,0,0,0,0,1,0,0,0,1,1,33,0,0,1756,3359,0,0,107,335,0,312,9313,1720,0,0,2806,62,1287
Plasma_B_cells,0,6,18,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pre_B_cells,85,1117,4798,3,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0
Pro_B_cells,0,7,129,345,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
