true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,29,30,31
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193,1013,0,0,0,0,0,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
CD16-_NK_cells,1,0,9,23,0,12,3833,0,0,0,0,0,7,0,1,0,0,0,0,0,10,1,0,8,0,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,31,0,97,0,0,0,166,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,1,107,0,2229,0,0,918,0,33,0,2,0,0,0,0,5,0,0,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,0,912,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CD4_T_cells,13560,0,10470,25,0,37,0,0,0,0,0,0,1644,0,0,0,0,416,0,5,0,0,152,0,55,0,0,0,0,2
CD8_T_cells,200,0,55,10940,0,7859,0,0,0,0,0,0,100,0,0,0,0,4,0,7,782,0,109,0,46,0,0,0,1,5
Mature_B_cells,0,9,0,0,8991,0,0,7187,129,8,0,1,3,0,2,0,0,0,3,0,0,10,0,74,0,0,88,15,0,0
Monocytes,0,11834,0,0,1,0,3,0,3,2612,4028,1,0,2037,0,0,0,0,399,1,0,1,0,82,0,96,0,1,0,0
Plasma_B_cells,0,0,0,0,0,0,0,1,24,0,0,0,0,0,1,0,0,0,0,0,0,303,0,1,0,0,0,0,0,0
Pre_B_cells,0,0,0,0,77,0,0,43,5823,0,0,2,0,0,37,0,0,0,0,0,0,144,0,9,0,0,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,14,1,0,9,0,0,487,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1227,2,0,6,0,0,0,0,2,0,0,0,0,0,0
