true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,20,21,22,23,24,25
1,5,0,0,2,0,0,0,0,2,878,0,0,0,0,1,0,7,17,0,0,0,0,0,0
10,0,1,0,0,0,0,0,14,15,0,0,570,0,0,1,0,2,2,1,0,0,2,0,0
11,0,39,13352,10,6,0,433,0,0,8,0,0,14,74,1,0,1,0,0,0,0,0,2,24
12,0,20,0,12,7773,7,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1
13,0,100,0,118,0,0,0,0,0,2,3452,0,0,0,0,0,0,0,0,0,0,6,0,6
14,0,4,0,0,0,0,0,0,0,7,0,0,0,0,180,0,0,3,0,0,0,0,0,0
15,0,42,0,32,0,0,0,0,0,3,5,0,0,0,62,0,2,6,0,0,0,0,0,0
16,0,1566,3,643,0,0,0,17,23,246,482,0,16,0,0,0,6,17,0,0,0,0,2,4
17,0,0,31,1,0,0,6869,0,0,1,0,0,2,37,0,0,43,0,0,3,0,0,0,0
18,0,1,0,0,843,8650,0,0,59,0,0,0,4,0,0,1,5,0,0,0,1,0,0,0
19,1,55,0,36,0,0,0,80,3462,10,15,45,11,0,3,0,142,4,0,0,0,0,0,0
2,6729,0,0,18,0,0,0,0,1,5,0,0,0,0,0,5,12,8,1,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,1,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,251,40,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,1,0,2,0,0,0,0,0,2,0,6,0,0,227,0,1,1,0,0,0,0,0,0
24,0,2,0,1,0,0,0,2,71,8,1,894,0,0,3,0,7,5,0,0,0,0,0,0
3,688,0,0,17,0,0,0,0,8,526,0,0,0,0,0,3,15,21,0,0,0,0,0,0
4,0,15,0,0,0,0,0,0,2,11,0,1,0,0,224,0,0,0,0,0,0,0,0,0
5,0,11677,0,65,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,13,0,5
6,0,1,0,0,0,0,0,0,45,10,0,1,0,0,16,0,0,0,0,0,0,0,0,0
7,0,51,0,105,0,0,0,0,1,6,3,0,0,0,85,0,5,5,0,0,0,0,0,0
8,0,156,2,154,0,0,0,109,48,7,13,0,0,0,0,0,9,1,0,0,0,2,0,1
9,1,36,0,67,1,0,0,7648,11,3,2,11,0,0,0,0,8,2,0,0,1,5,0,0
