true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1023,0,0,0,0,1,0,0,0,0,3,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CD16-_NK_cells,1,0,24,0,7,11,3832,0,0,0,0,0,10,0,0,0,0,0,0,10,1,0,0,1,0,8,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,109,0,29,0,0,156,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,1,3068,0,109,0,0,0,35,0,0,0,0,77,0,0,0,0,5,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,913,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CD4_T_cells,13547,0,38,0,8501,42,0,0,0,0,0,0,2865,0,0,0,406,0,6,0,0,754,0,0,152,0,55,0,0,0
CD8_T_cells,123,0,11272,0,51,7529,0,0,0,0,0,0,133,0,0,0,3,0,9,839,0,3,0,0,100,0,46,0,0,0
Mature_B_cells,0,9,0,8996,0,0,0,7108,128,2,0,7,0,0,0,0,0,3,0,0,4,0,69,10,0,74,0,0,92,18
Monocytes,0,12334,0,1,0,0,3,0,3,1,4020,1751,0,2401,0,0,0,405,0,0,3,0,0,1,0,82,0,93,0,1
Plasma_B_cells,0,0,0,0,0,0,0,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,1,0,0,0,0
Pre_B_cells,0,0,0,89,0,0,0,45,5805,42,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,9,0,0,1,0
Pro_B_cells,0,0,0,0,0,0,0,0,11,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1227,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
