true_population,1,2,3,4,5,6,7,8,9,10,11,12,13,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,37,39
Basophils,0,0,0,150,0,0,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,1705,0,2,0,0,0,242,97,0,0,0,0,0,0,0,0
CD16-_NK_cells,0,0,0,0,0,0,0,0,0,0,0,1,0,1375,0,0,0,0,0,1,27,0,26,6,2072,371,9,11,0,0,4,2,0,0
CD34+CD38+CD123+_HSPCs,0,7,2,223,21,0,0,0,36,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,1244,615,0,95,0,0,0,1299,10,0,4,17,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38lo_HSCs,0,18,846,0,0,0,0,0,27,2,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
CD4_T_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,0,0,0,1154,0,0,0,24427,141,0,572
CD8_T_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18746,0,0,0,95,820,0,0,322,88,0,34
Mature_B_cells,92,2,0,0,0,0,7,0,0,3,10,1,0,0,1,0,0,0,0,4,48,3,0,0,0,0,1,0,15324,995,0,0,29,0
Monocytes,2,0,0,0,175,339,12550,3435,0,31,4172,1,0,1,57,9,0,0,1,1,5,319,0,0,0,1,0,0,0,0,0,0,0,0
Plasma_B_cells,23,1,0,0,1,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pre_B_cells,5235,27,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,85,0,0,0,658,0
Pro_B_cells,29,468,0,0,1,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
pDCs,0,0,0,1225,1,0,0,0,0,1,0,0,3,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
