true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1026,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CD16-_NK_cells,1,0,17,9,0,17,3833,0,0,0,0,0,0,8,0,0,0,0,0,10,0,1,0,1,0,8,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,95,0,34,0,0,165,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,1,0,3090,0,103,0,0,0,36,0,0,0,0,0,60,0,0,0,5,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,914,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CD4_T_cells,13392,0,15,9888,0,45,0,0,0,0,0,0,0,1687,0,0,342,0,6,0,783,0,0,0,153,0,55,0,0,0
CD8_T_cells,118,0,10538,60,0,8286,0,0,0,0,0,0,0,88,0,0,5,0,6,839,14,0,0,0,108,0,46,0,0,0
Mature_B_cells,0,9,0,0,9983,0,0,119,6201,2,0,7,0,0,0,0,0,3,0,0,0,4,0,10,0,74,0,0,91,17
Monocytes,0,11233,0,0,1,0,3,3,0,1,4523,1759,2994,0,0,0,0,405,0,0,0,0,1,1,0,82,0,92,0,1
Plasma_B_cells,0,0,0,0,0,0,0,22,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,303,0,1,0,0,0,0
Pre_B_cells,0,0,0,0,163,0,0,5690,89,39,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,9,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,9,0,502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1226,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
