true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,29,30,31
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,1,1010,0,0,0,0,0,3,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
CD16-_NK_cells,3,0,9,23,0,11,3834,0,0,0,0,0,0,0,4,0,1,0,0,0,11,1,0,8,0,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,0,122,3,0,0,0,169,0,10,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,1,0,2850,18,0,0,0,0,389,32,0,0,0,0,0,5,0,0,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,912,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CD4_T_cells,12532,0,11766,42,0,37,0,0,0,0,0,0,0,0,1495,0,0,0,255,6,0,0,158,0,56,0,0,0,17,2
CD8_T_cells,88,0,62,11328,0,7538,0,0,0,0,0,0,0,0,90,0,0,0,2,8,828,0,113,0,46,0,0,0,0,5
Mature_B_cells,0,4,0,0,9119,0,0,7045,129,0,1,8,0,10,0,0,2,0,0,0,0,10,0,74,0,99,0,19,0,0
Monocytes,0,12090,0,0,1,0,3,0,3,4161,1,1918,1778,970,0,0,0,0,0,0,0,1,0,82,0,0,90,1,0,0
Plasma_B_cells,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,1,0,0,0,0,304,0,1,0,0,0,0,0,0
Pre_B_cells,0,0,0,0,89,0,0,81,5771,0,2,0,0,0,0,0,37,0,0,0,0,146,0,9,0,0,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,484,0,0,0,0,0,0,1,0,0,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,1227,0,2,0,0,0,0,0,2,0,0,0,0,0,0
