true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25
1,0,4,0,4,0,0,0,0,2,876,0,0,0,0,2,0,0,7,17,0,0,0,0,0,0
10,1,0,0,0,0,0,16,0,16,0,0,567,0,0,1,0,0,2,2,0,1,0,2,0,0
11,48,0,13179,9,5,0,0,429,0,5,0,0,20,242,1,0,0,0,0,0,0,0,0,2,24
12,21,0,0,9,7770,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,70,0,0,129,0,0,0,0,0,0,3472,0,0,0,0,0,0,0,0,0,0,0,6,0,7
14,4,0,0,1,0,0,0,0,0,7,0,0,0,0,178,0,0,0,4,0,0,0,0,0,0
15,42,0,0,34,0,0,0,0,0,2,4,0,0,0,62,0,0,2,6,0,0,0,0,0,0
16,1609,0,3,728,0,0,19,0,22,187,424,0,6,0,0,0,0,6,17,0,0,0,0,0,4
17,0,0,46,0,0,0,0,6833,0,1,0,0,4,57,0,0,1,42,0,3,0,0,0,0,0
18,3,0,0,0,449,9043,0,0,42,0,0,0,19,0,1,1,0,5,0,0,0,1,0,0,0
19,58,1,0,36,0,0,83,0,3462,10,9,45,10,0,3,0,0,142,5,0,0,0,0,0,0
2,0,6720,0,18,0,0,0,0,1,14,0,0,0,0,0,6,0,11,8,0,1,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,1,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,251,41,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,0,2,0,0,0,0,0,2,0,9,0,0,225,0,0,1,0,0,0,0,0,0,0
24,2,0,0,1,0,0,2,0,70,8,0,896,0,0,3,0,0,7,5,0,0,0,0,0,0
3,0,656,0,16,0,0,0,0,8,558,0,0,0,0,1,3,0,15,21,0,0,0,0,0,0
4,14,0,0,1,0,0,0,0,2,7,0,1,0,0,228,0,0,0,0,0,0,0,0,0,0
5,11553,0,0,65,0,0,0,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,11,0,5
6,1,0,0,0,0,0,0,0,45,9,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0
7,50,0,0,104,0,0,0,0,1,5,3,0,0,0,87,0,0,5,6,0,0,0,0,0,0
8,150,1,2,154,0,0,107,0,48,7,20,0,0,0,0,0,0,9,1,0,0,0,2,0,1
9,36,1,0,67,1,0,7639,0,10,1,2,22,0,0,0,0,0,8,2,0,1,1,5,0,0
