true_population,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
B-cell Frac A-C (pro-B cells),26,8,9,103,1,0,0,0,42,1,0,4,0,0,5,11,1,0,4,0,0,3,2,2,2,2,0,0,19,4,0,2,2,1,4,4,4,0,0,0
Basophils,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,272,0,1,0,4,0,0,0,0,2,0,2,0,0,0
CD4 T cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,397,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CD8 T cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,273,520,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CLP,4,0,0,1,3,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0
CMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,155,5,0,0
Classical Monocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,1,0,0,0,0,0,0,0,198,0,4,623,0,0,0,12360,1,17,148,237
Eosinophils,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,0,1,4139,1,0,0,0,0,0,2,49,0,0,163,0,2,0,0,0,0,35,32,49,3,682
GMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,424,262,0,4
HSC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
IgD- IgMpos B cells,213,103,1412,1033,0,0,0,0,742,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
IgDpos IgMpos B cells,116,8478,158,1,0,0,0,0,3,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IgM- IgD- B-cells,1,30,0,521,3,1,0,0,450,3,0,0,0,0,1,3,0,0,4,1,3,98,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Intermediate Monocytes,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,2,0,11557,0,62,10,0,0,1,67,2,2,9,325
MEP,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,69,0,0,0,0,0,0,71,0,0,0,0,271,0,0,0,0,0,0,0
MPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,145,0,16,1,0,0
Macrophages,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,138,40,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,2,0
NK cells,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,1,0,113,0,0,0,4,0,2,0,46,0,0,0,4,9,0,0,0,0,0
NKT cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,50,0,0,0,1,9,34,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Non-Classical Monocytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Plasma Cells,7,0,0,0,0,0,0,109,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gd T cells,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,25,2,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mDCs,1,0,0,0,0,0,0,0,1,0,0,0,85,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pDCs,1,1,0,0,333,779,1287,0,0,0,387,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,179,0,1,0,0,0,0,0,0,0,1,0,0,0
