true_population,1,3,4,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,33,34,35,36,38,39,40
Basophils,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1019,165,20,0,0,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,2,0,0,0,105,323,145,0,0,1672,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CD16-_NK_cells,0,18,2,0,5,0,12,0,1137,2155,530,8,0,0,1,2,1,0,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,202,0,0,0,0,5,82,2,0,2,4,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,24,0,0,0,4,17,0,18,0,0,0,980,1622,8,0,596,21,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,1,110,5,0,783,0,0
CD4_T_cells,0,29,24418,0,42,596,0,0,0,0,0,1143,0,0,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8_T_cells,0,18576,415,0,32,39,833,0,0,0,0,133,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mature_B_cells,9247,0,0,7031,58,0,0,46,0,0,0,0,86,0,0,0,4,3,0,0,1,0,0,25,11,0,0,1,0,4,0,0,3,0
Monocytes,1,0,0,0,64,0,0,0,0,0,2,0,3,1,0,0,1,344,76,0,1,0,0,4,13767,3422,266,0,0,51,786,0,1950,360
Plasma_B_cells,0,0,0,0,0,0,0,7,0,0,0,0,20,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,1,0,0,0,0,0
Pre_B_cells,14,0,0,94,5,0,0,1123,0,0,0,0,4775,0,0,0,0,0,0,0,121,0,0,1,0,0,0,2,0,0,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,7,0,0,0,0,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,345,46,0,0,0,0,0
pDCs,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1232,0,0,0,0,0,0,0,0,0,1,0
