true_population,1,2,3,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,25,26,27,28,31,32,33,34,35,36,37,38,39,40
Basophils,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,215,978,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,2,0,0,0,0,0,337,0,1,0,181,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD16-_NK_cells,4,0,0,0,18,2,6,0,0,9,0,0,2478,12,31,1,1341,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,0,2,7,0,21,4,0,0,0,0,4,0,217
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,2,0,0,0,342,1525,0,0,4,5,0,0,0,0,0,0,5,1376,0,0,3,0,0,0,0,33,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,741,105,0,0,10,0,0,0,0,0,0,0,2,58,0,0,0,0,0,0,0,0,0,0
CD4_T_cells,24311,192,493,0,52,140,44,0,0,1133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8_T_cells,353,13,32,0,18657,81,36,0,0,103,0,0,0,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mature_B_cells,0,0,0,11005,0,0,56,5269,87,1,0,0,0,0,49,4,0,0,0,0,2,4,4,2,8,0,0,1,25,0,3,0,0,0
Monocytes,0,0,0,0,0,0,59,0,2,0,0,0,1,0,5,1,1,0,1,0,11593,457,41,0,3136,0,0,1,0,3492,1756,256,297,0
Plasma_B_cells,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0
Pre_B_cells,0,0,0,179,0,0,4,0,5198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,127,604,0,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,32,0,0,14,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,2,0,0,0,0,0
pDCs,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1011,3,0,0,0,0,1,0,220
