true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24
1,4,0,0,3,0,0,0,0,2,876,0,0,0,1,0,2,7,17,0,0,0,0,0,0
10,0,1,0,0,0,0,17,0,15,0,0,567,0,0,0,1,2,2,0,1,0,2,0,0
11,0,48,13162,11,4,606,0,0,0,6,0,0,16,0,83,1,1,0,0,0,0,0,2,24
12,0,26,0,9,7738,0,0,6,0,0,0,0,2,39,0,0,0,0,0,0,0,0,0,1
13,0,76,0,108,0,0,0,0,0,0,3488,0,0,0,0,0,0,0,0,0,0,6,0,6
14,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,179,0,5,0,0,0,0,0,0
15,1,47,0,37,0,0,0,0,0,1,3,0,0,0,0,55,2,6,0,0,0,0,0,0
16,0,1635,3,726,0,0,19,0,25,153,431,0,4,0,0,0,6,17,0,0,0,0,2,4
17,0,0,55,0,0,6885,0,0,0,0,0,0,1,0,0,0,43,0,3,0,0,0,0,0
18,0,2,0,0,976,0,0,8451,37,0,0,0,28,64,0,0,5,0,0,0,1,0,0,0
19,2,62,0,46,0,0,78,0,3456,6,9,46,9,0,0,4,142,4,0,0,0,0,0,0
2,6714,0,0,21,0,0,0,0,1,18,0,0,0,5,0,0,11,8,0,1,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,1,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,252,39,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,1,0,2,0,0,0,0,0,2,0,9,0,0,0,224,1,1,0,0,0,0,0,0
24,0,2,0,1,0,0,2,0,70,8,1,895,0,0,0,3,7,5,0,0,0,0,0,0
3,689,0,0,20,0,0,0,0,8,521,0,0,0,3,0,1,15,21,0,0,0,0,0,0
4,0,21,0,1,0,0,0,0,2,7,0,1,0,0,0,221,0,0,0,0,0,0,0,0
5,0,11670,0,59,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,11,0,5
6,0,1,0,0,0,0,0,0,45,8,0,1,0,0,0,18,0,0,0,0,0,0,0,0
7,0,51,0,106,0,0,0,0,1,3,3,0,0,0,0,87,5,5,0,0,0,0,0,0
8,1,157,2,154,0,0,110,0,46,6,13,0,0,0,0,0,9,1,0,0,0,2,0,1
9,0,36,0,68,1,0,7633,0,9,1,2,29,0,0,0,0,7,2,0,1,1,6,0,0
