true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,21,22,23,24
1,0,5,0,5,0,0,0,0,2,874,0,0,0,0,1,0,0,8,17,0,0,0,0
10,1,0,0,0,0,0,0,8,14,0,0,578,0,0,1,1,0,2,1,0,2,0,0
11,39,0,13276,10,4,513,0,0,0,6,0,0,14,75,1,0,0,0,0,0,0,2,24
12,26,0,0,16,7771,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
13,67,0,0,124,0,0,0,0,0,0,3480,0,0,0,0,0,0,0,0,0,6,0,7
14,5,0,0,1,0,0,0,0,0,7,0,0,0,0,178,0,0,0,3,0,0,0,0
15,44,0,0,33,0,0,0,0,0,3,3,0,0,0,62,0,0,2,5,0,0,0,0
16,1721,0,3,696,0,0,0,16,31,151,357,0,21,0,0,0,0,6,17,0,0,2,4
17,0,0,40,0,0,6875,0,0,0,0,0,0,1,26,0,3,0,42,0,0,0,0,0
18,3,0,0,0,1013,0,8467,0,49,0,0,0,25,0,0,0,1,5,0,1,0,0,0
19,64,1,0,39,0,0,0,81,3444,11,9,53,12,0,4,0,0,142,4,0,0,0,0
2,0,6583,0,20,0,0,0,0,1,148,0,0,0,0,0,1,7,11,8,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,1,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,250,42,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,0,2,0,0,0,0,0,3,0,10,0,0,222,0,0,1,1,0,0,0,0
24,2,0,0,1,0,0,0,2,63,8,0,904,0,0,2,0,0,7,5,0,0,0,0
3,0,500,0,15,0,0,0,0,8,715,0,0,0,0,1,0,3,15,21,0,0,0,0
4,19,0,0,0,0,0,0,0,2,8,0,0,0,0,224,0,0,0,0,0,0,0,0
5,11687,0,0,59,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,13,0,5
6,1,0,0,0,0,0,0,0,45,9,0,1,0,0,17,0,0,0,0,0,0,0,0
7,50,0,0,107,0,0,0,0,1,6,3,0,0,0,84,0,0,5,5,0,0,0,0
8,159,0,2,158,0,0,0,107,48,6,9,0,0,0,0,0,0,9,1,0,2,0,1
9,36,0,0,69,2,0,0,7621,9,2,1,37,0,0,0,1,0,8,2,2,6,0,0
