true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,30
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1007,0,0,0,0,0,1,0,3,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
CD16-_NK_cells,0,8,4,18,0,16,3834,0,0,0,0,0,4,0,0,0,0,0,0,11,0,1,1,8,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,35,0,0,98,0,0,0,161,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,107,0,1,2791,0,0,0,0,34,0,1,273,0,0,83,0,5,0,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CD4_T_cells,0,12889,11340,26,0,40,0,0,0,0,0,0,1456,0,0,0,389,0,0,0,5,0,0,55,164,0,0,0,2
CD8_T_cells,0,62,89,11146,0,7692,0,0,0,0,0,0,116,0,0,0,6,0,0,840,6,0,0,46,100,0,0,0,5
Mature_B_cells,6,0,0,0,9509,0,0,10,6514,96,1,0,0,175,0,0,0,3,1,0,0,4,10,74,0,99,0,18,0
Monocytes,12792,0,0,0,1,0,3,3747,0,3,1,3928,0,0,0,0,0,439,0,0,0,7,1,82,0,0,94,1,0
Plasma_B_cells,0,0,0,0,0,0,0,0,1,18,0,0,0,6,0,0,0,0,1,0,0,0,303,1,0,0,0,0,0
Pre_B_cells,0,0,0,0,7,0,0,0,51,4514,2,0,0,1368,0,0,0,0,39,0,0,0,145,9,0,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,1,0,7,15,0,0,6,0,0,0,0,483,0,0,0,0,1,0,0,0,0,0
pDCs,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1226,2,0,6,0,0,0,0,0,2,0,0,0,0,0
