true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,30,31
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1,0,1008,0,0,0,0,0,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
CD16-_NK_cells,6,2,0,17,8,0,0,3839,0,0,0,0,0,0,12,0,0,1,0,0,11,0,1,0,8,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,2,127,0,0,165,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,1,16,2853,0,0,0,93,0,36,0,0,291,0,0,0,0,5,0,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,1,914,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD4_T_cells,12800,11783,0,17,48,0,0,0,0,0,0,0,0,0,125,316,0,1058,0,0,0,6,0,156,0,55,0,0,0,2
CD8_T_cells,69,98,0,10486,8214,0,0,0,0,0,0,0,0,0,75,141,0,13,0,0,850,7,0,104,0,46,0,0,0,5
Mature_B_cells,0,0,6,0,0,8206,7901,0,118,7,1,0,0,0,89,0,0,0,3,1,0,0,10,0,74,0,0,85,19,0
Monocytes,0,0,10134,0,0,0,0,3,3,3415,1,3889,3085,0,2,0,0,0,391,0,0,0,1,0,82,0,93,0,0,0
Plasma_B_cells,0,0,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0,303,0,1,0,0,0,0,0
Pre_B_cells,0,0,0,0,0,208,71,0,5659,0,2,0,0,0,0,0,0,0,0,41,0,0,145,0,9,0,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,487,0,0,0,0,1,0,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,6,1,0,0,1227,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
