true_population,1,2,5,6,7,9,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,34,35,36,37,38,39,40
Basophils,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,1,0,0,161,0,0,0,722,0,0,0,304,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,443,0,2,0,0,0,151,0,1651,0,0,0,0,0,0,0,0,0,0,0
CD16-_NK_cells,0,0,2,5,0,0,0,0,0,8,23,30,0,0,1,2654,11,6,0,0,0,1157,7,0,0,0,0,0,0,0,0,0,0,1,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,192,0,0,0,2,0,0,91,8,0,0,2,5,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,0,0,0,17,0,12,28,0,0,2,0,6,0,0,0,0,0,0,0,1636,18,1,0,589,981,5,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,94,0,0,0,803,0,0,0
CD4_T_cells,0,0,145,24314,723,1,0,0,0,1096,43,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8_T_cells,0,0,85,496,36,0,0,0,0,104,18578,0,0,0,0,0,775,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mature_B_cells,0,10,0,0,0,0,0,0,4,1,0,51,0,3,4,0,0,55,0,3,0,0,0,0,0,5310,0,0,0,89,10961,0,2,1,26
Monocytes,2463,14283,0,0,0,0,598,51,447,0,0,7,1327,1502,1,1,0,58,313,42,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0
Plasma_B_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0,303,0
Pre_B_cells,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5285,136,0,2,124,582
Pro_B_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,121,0,0,327,2,2
pDCs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1232,0,0,0,1,0,0,0,2,0,0,0,0,0,0
