true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,17,18,19,20,21,22,23,24
1,0,2,0,1,0,0,0,0,2,881,0,0,0,1,0,8,17,0,0,0,0,0,0
10,1,0,0,0,0,0,0,20,12,0,0,568,0,0,0,2,2,0,1,0,2,0,0
11,41,0,13488,12,6,368,0,0,0,5,0,0,17,0,1,0,0,0,0,0,0,2,24
12,20,0,0,16,7774,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,103,0,0,109,0,0,0,0,0,3,3456,0,0,0,0,0,0,0,0,0,6,0,7
14,6,0,0,0,0,0,0,0,0,10,0,0,0,0,170,0,8,0,0,0,0,0,0
15,47,0,0,31,0,0,0,0,0,4,3,0,0,0,59,2,6,0,0,0,0,0,0
16,1584,0,3,698,0,0,0,15,25,202,449,0,22,0,0,6,17,0,0,0,0,0,4
17,0,0,71,0,0,6870,0,0,0,0,0,0,1,0,0,42,0,3,0,0,0,0,0
18,3,0,0,0,862,0,8611,0,65,0,0,0,16,1,0,5,0,0,0,1,0,0,0
19,62,1,0,38,0,0,0,81,3458,10,9,44,12,0,3,142,4,0,0,0,0,0,0
2,0,6627,0,16,0,0,0,0,0,110,0,0,0,6,0,11,8,0,1,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,1,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250,42,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,0,2,0,0,0,0,0,4,0,12,0,0,219,1,1,0,0,0,0,0,0
24,2,0,0,1,0,0,0,2,69,8,0,898,0,1,1,7,5,0,0,0,0,0,0
3,0,380,0,12,0,0,0,0,8,838,0,0,0,3,0,16,21,0,0,0,0,0,0
4,18,0,0,1,0,0,0,0,2,33,0,1,0,0,198,0,0,0,0,0,0,0,0
5,11718,0,0,64,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,11,0,5
6,1,0,0,0,0,0,0,0,45,9,0,1,0,0,17,0,0,0,0,0,0,0,0
7,50,0,0,102,0,0,0,0,1,6,5,0,0,0,87,5,5,0,0,0,0,0,0
8,150,1,2,153,1,0,0,106,48,9,19,0,0,0,0,9,1,0,0,0,2,0,1
9,34,1,0,66,2,0,0,7636,8,3,2,26,0,0,0,8,2,0,1,1,6,0,0
