true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23
1,6,0,0,4,0,0,0,0,2,875,0,0,0,0,0,1,0,7,17,0,0,0,0
10,0,1,0,0,0,23,0,0,15,0,0,561,0,0,0,2,1,1,2,0,2,0,0
11,0,41,13507,12,6,0,296,0,0,6,0,0,16,52,0,1,0,1,0,0,0,2,24
12,0,1,0,18,7793,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,0,87,0,112,0,0,0,0,0,0,3472,0,0,0,0,0,0,0,0,0,6,0,7
14,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,177,0,0,4,0,0,0,0
15,0,43,0,34,0,0,0,0,0,2,3,0,0,0,0,62,0,3,5,0,0,0,0
16,0,1591,3,717,3,17,0,0,28,180,441,0,16,0,0,0,0,6,17,0,0,2,4
17,0,0,48,0,0,0,6853,0,0,0,0,0,3,36,0,0,4,43,0,0,0,0,0
18,0,1,0,0,767,0,0,8663,71,0,0,0,1,0,54,0,0,5,0,2,0,0,0
19,1,60,0,37,0,85,0,0,3454,13,9,45,10,0,0,4,0,142,4,0,0,0,0
2,6729,0,0,19,0,0,0,0,0,5,0,0,0,0,6,0,1,11,8,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,1,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,251,40,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
23,0,1,0,2,0,0,0,0,0,2,0,7,0,0,0,227,0,1,0,0,0,0,0
24,0,2,0,1,0,2,0,0,69,8,1,895,0,0,1,3,0,7,5,0,0,0,0
3,818,0,0,15,0,0,0,0,8,398,0,0,0,0,3,0,0,15,21,0,0,0,0
4,0,13,0,1,0,0,0,0,2,13,0,1,0,0,0,223,0,0,0,0,0,0,0
5,0,11730,0,64,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,13,0,5
6,0,1,0,0,0,0,0,0,45,8,0,1,0,0,0,18,0,0,0,0,0,0,0
7,0,50,0,105,0,0,0,0,1,4,3,0,0,0,0,88,0,5,5,0,0,0,0
8,0,154,2,153,1,109,0,0,48,8,15,0,0,0,0,0,0,9,1,0,1,0,1
9,1,35,0,62,2,7659,0,0,9,3,2,5,0,0,0,0,1,7,2,2,6,0,0
