true_population,1,2,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39
Basophils,0,0,0,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,1011,0,0,171,0,0,0,0,1,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,629,0,0,0,0,0,0,0,188,1428,0,2,0,0,0,0,0,0,0
CD16-_NK_cells,0,0,21,0,0,0,12,4,0,31,8,0,1,0,0,2642,0,0,0,5,2,0,1,1172,0,0,6,0,0,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,46,10,0,0,202,0,0,0,0,0,0,34,1,0,0,0,8
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,0,5,0,0,10,0,5,0,0,131,6,0,0,0,5,0,0,0,2,0,1280,297,1,0,0,1553
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,848
CD4_T_cells,0,0,42,0,1,0,0,24324,0,0,1110,0,0,696,0,0,0,0,0,0,150,0,0,0,0,0,43,0,0,0,0,0,0,0
CD8_T_cells,0,0,18674,0,0,0,803,382,0,0,99,0,0,35,0,0,0,0,0,0,84,0,0,0,0,0,30,1,0,0,0,0,0,0
Mature_B_cells,0,0,0,12,0,0,0,0,3,36,1,3,4,0,3,1,0,0,0,0,0,0,1,0,0,0,60,0,0,1,80,51,16263,1
Monocytes,3612,215,0,13006,0,1673,0,0,322,1,0,1636,1,0,52,1,334,122,0,0,0,0,1,1,1,56,61,0,0,0,3,0,1,0
Plasma_B_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,302,0,0,0,0,0,0,0,21,6,0,0
Pre_B_cells,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,5,0,0,12,4747,1162,84,1
Pro_B_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11,413,42,6,0,39
pDCs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1231,0,0,0,0,2,0,0,0,0,0,0,0
