true_population,1,2,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,27,28,29,30,31,32,33,34,35,36,37,38,39
Basophils,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,189,0,0,0,1007,0,0,0,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,0,0,0,2,0,568,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,1501
CD16-_NK_cells,0,0,23,3,0,0,0,1,0,6,12,2672,7,30,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1140,2,6,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,5,0,4,7,206,56,0,0,1,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,7,0,1233,9,15,17,0,1619,0,0,382,0,0,0,7,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,822,0,0,0,0,79,0,0,0,0,0,0,0,0,0
CD4_T_cells,0,0,51,24349,0,1,0,613,0,41,0,0,1167,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8_T_cells,0,0,18733,324,0,0,0,37,0,30,804,0,94,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mature_B_cells,0,0,0,0,15,0,0,0,3,63,0,1,1,31,0,0,3,1,1,4,0,0,0,0,856,15409,1,50,80,0,1,0,0
Monocytes,3429,30,0,0,16082,0,550,0,314,62,0,2,0,4,0,310,47,0,0,1,262,0,0,0,0,1,0,0,3,0,1,0,1
Plasma_B_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,17,0,305,0,0
Pre_B_cells,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,100,10,1185,4705,0,128,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,22,0,0,426,6,44,0,1,0,0
pDCs,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,996,0,0,2,4,233,0,0,0,0,0,0,0,0,0,0
