true_population,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
B-cell Frac A-C (pro-B cells),17,17,0,9,9,4,1,0,0,2,4,2,3,6,43,0,0,6,65,42,1,1,3,0,0,3,1,2,1,1,1,12,0,4,0,0,1,0,2,3
Basophils,0,0,0,1,0,0,0,0,0,0,1,270,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,3,0,0,0,0,0,2
CD4 T cells,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,166,233,0,0
CD8 T cells,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,200,0,0,0,0,0,0,0,514,0
CLP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,1,0,2,0,32,0,7,0,0,0,0,0,0,0,0,0,0,3
CMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,165,5,0,0,0,0,0
Classical Monocytes,0,0,0,177,12,0,248,127,0,0,1,0,0,0,0,12,3,13012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0
Eosinophils,1,0,4155,135,23,3,693,3,8,3,1,50,0,0,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,49,0,1,0,0,0
GMP,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,340,0,0,0,0,0
HSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
IgD- IgMpos B cells,20,308,0,0,0,1,0,0,2,0,0,0,0,1083,845,0,0,2,1201,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IgDpos IgMpos B cells,0,8643,0,0,0,10,0,0,0,0,0,0,0,96,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
IgM- IgD- B-cells,0,31,0,0,0,0,0,0,0,0,5,0,0,0,432,1,0,3,11,529,0,0,0,0,4,98,0,0,6,0,0,3,0,0,0,0,0,0,0,0
Intermediate Monocytes,0,0,1,10944,699,1,234,7,0,1,0,0,0,0,0,3,85,61,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
MEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,58,1,0,0,0,0,0,0,285,0,0,0,0,74,0,0,0,0,0,0,0
MPP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,34,2,0,0,0,0,131
Macrophages,0,0,1,0,11,0,0,3,12,0,168,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NK cells,0,0,0,0,0,0,0,1,0,0,1,4,41,0,0,3,0,0,0,1,0,0,0,0,0,117,2,0,2,0,0,5,1,2,0,0,0,0,0,9
NKT cells,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,19,53,830,1,0,0,0,40,8,1,1
Non-Classical Monocytes,0,0,0,0,0,0,0,0,0,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Plasma Cells,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gd T cells,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,1,22,0,0,0,0,1,0,0,0
mDCs,1,0,0,0,0,0,0,0,92,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pDCs,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,216,397,1184,0,0,0,0,0,0,0,0,1,0,1169,1,1,0,0
