true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,28,30
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,1014,0,0,1,0,0,0,0,0,3,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
CD16-_NK_cells,3,9,0,16,0,17,3835,0,0,0,0,0,0,0,0,0,0,1,4,0,0,11,1,0,8,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,126,1,0,0,167,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,1,3228,25,0,0,0,0,35,0,0,1,0,0,0,0,0,5,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,914,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD4_T_cells,12255,12163,0,40,0,35,0,0,0,0,0,0,0,0,409,0,0,1209,37,0,6,0,0,157,0,55,0,0,0
CD8_T_cells,114,80,0,11281,0,7434,0,0,0,0,0,0,0,0,108,0,0,17,63,0,13,844,0,108,0,46,0,0,0
Mature_B_cells,0,0,6,0,9366,0,0,6536,101,2,10,0,0,0,0,0,293,0,4,3,0,0,11,0,74,0,97,0,17
Monocytes,0,0,11407,0,1,0,3,0,3,1,2773,4306,2044,0,0,0,0,0,0,385,0,0,1,0,84,0,0,91,0
Plasma_B_cells,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,3,0,0,0,0,0,303,0,1,0,0,0,0
Pre_B_cells,0,0,0,0,15,0,0,2,5057,40,0,0,0,0,0,0,867,0,0,0,0,0,145,0,9,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,12,498,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,0,9,0,0,1223,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0
