true_population,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,30,34,36,37,38,39,40
Basophils,0,0,0,0,0,0,0,0,0,982,215,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,170,1696,0,378,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD16-_NK_cells,0,1,1350,0,3,2473,0,0,0,0,0,0,0,0,0,1,27,19,6,0,0,0,0,8,11,0,0,4,0,0,2,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,7,5,78,9,2,0,1,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,1,0,0,0,0,0,0,969,5,0,1589,625,0,7,7,5,0,2,0,66,19,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,0,26,883,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD4_T_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,42,0,0,0,0,1100,0,0,0,24336,0,1,137,159,0,563
CD8_T_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18668,30,1,0,0,0,96,809,0,0,374,0,0,82,14,0,34
Mature_B_cells,81,1,0,0,0,0,16257,44,1,0,1,0,0,3,4,4,47,0,61,0,0,0,12,1,0,0,0,0,0,0,0,0,3,0
Monocytes,3,1,1,1,0,1,0,0,0,0,0,0,0,11103,39,1,6,0,62,0,6,352,5158,0,0,322,629,0,3091,0,0,0,323,0
Plasma_B_cells,21,302,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pre_B_cells,4745,128,0,0,0,0,93,1139,24,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro_B_cells,26,1,0,0,0,0,0,6,470,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,3,1218,0,0,0,1,0,0,0,2,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0
