dataset,algorithm,parameter_mode,knn_k,automatic_selected_k_inferred,evaluation_mode,n_total_events,n_evaluable_events,n_predicted_clusters_all_events,ari,target,target_events,target_prevalence,selected_target_cluster,selected_cluster_size,target_tp,target_fp,target_fn,target_precision,target_recall,target_f1,target_f2,target_overlapping_clusters,target_clusters_ge_1pct_target,target_effective_predicted_clusters,target_dominant_cluster_capture,background_overlapping_clusters,background_clusters_ge_1pct_background,background_effective_predicted_clusters,background_dominant_cluster_capture
Nilsson_rare,official_X-shift,fixed_k,60,,rare_target_best_single_cluster,44140,44140,34,0.003792981007520215,HSCs,358,0.008110557317625736,21,376,195,181,163,0.5186170212765957,0.5446927374301676,0.5313351498637602,0.5392699115044246,3,3,2.221444170970985,0.5446927374301676,34,19,8.46888830244056,0.2524553469462336
