dataset,algorithm,parameter_mode,knn_k,automatic_selected_k_inferred,evaluation_mode,n_total_events,n_evaluable_events,n_predicted_clusters_all_events,ari,target,target_events,target_prevalence,selected_target_cluster,selected_cluster_size,target_tp,target_fp,target_fn,target_precision,target_recall,target_f1,target_f2,target_overlapping_clusters,target_clusters_ge_1pct_target,target_effective_predicted_clusters,target_dominant_cluster_capture,background_overlapping_clusters,background_clusters_ge_1pct_background,background_effective_predicted_clusters,background_dominant_cluster_capture
Nilsson_rare,official_X-shift,automatic_elbow,,73,rare_target_best_single_cluster,44140,44140,32,0.003456507866006456,HSCs,358,0.008110557317625736,8,2074,333,1741,25,0.16055930568948892,0.9301675977653632,0.2738486842105263,0.47490017113519684,2,2,1.1493086069910503,0.9301675977653632,32,19,7.636074472650684,0.276894614225024
