dataset,k,seed,runtime_seconds,converged,n_iter,lower_bound,all_checks_passed,algorithm,label_information_used_for_regime_definition,labels_used_for_sampling_or_fit,training_size,n_total_events,n_components_occupied,target,target_events,target_prevalence,ari,selected_target_component,selected_component_size,target_tp,target_fp,target_fn,target_precision,target_recall,target_f1,target_f2,target_overlapping_components,target_effective_components,target_dominant_component_capture
Nilsson_rare,40,14,4.07599250000203,True,33,0.5430103653635817,True,sklearn_GaussianMixture_1.6.1,False,False,20000,44140,40,HSCs,358,0.0081105573176257,0.0012855791769743,24,903,298,605,60,0.3300110741971207,0.8324022346368715,0.4726407613005551,0.6381156316916489,4,1.7848499166439844,0.8324022346368715
Nilsson_rare,40,15,3.485960600002727,True,28,0.5463482028218414,True,sklearn_GaussianMixture_1.6.1,False,False,20000,44140,40,HSCs,358,0.0081105573176257,0.0009735004852246,28,1232,320,912,38,0.2597402597402597,0.8938547486033519,0.4025157232704401,0.6006006006006006,5,1.5969074637364558,0.8938547486033519
Nilsson_rare,40,16,3.614700799997081,True,29,0.4939085103544609,True,sklearn_GaussianMixture_1.6.1,False,False,20000,44140,40,HSCs,358,0.0081105573176257,0.000679292902007,1,1410,321,1089,37,0.2276595744680851,0.8966480446927374,0.3631221719457013,0.5647431386347642,4,1.5065921289463615,0.8966480446927374
Nilsson_rare,40,17,3.2651824000058696,True,26,0.5072597269758873,True,sklearn_GaussianMixture_1.6.1,False,False,20000,44140,40,HSCs,358,0.0081105573176257,0.0014867668380516,34,915,301,614,57,0.3289617486338798,0.840782122905028,0.4728986645718775,0.6412441414571795,6,1.8800977803587684,0.840782122905028
Nilsson_rare,40,18,3.376137799998105,True,27,0.5200902258422009,True,sklearn_GaussianMixture_1.6.1,False,False,20000,44140,40,HSCs,358,0.0081105573176257,0.0009309539669377,1,1183,319,864,39,0.2696534234995773,0.8910614525139665,0.4140168721609344,0.609942638623327,4,1.5360607966019009,0.8910614525139665
Nilsson_rare,40,19,4.3947447999962606,True,36,0.5263299271466888,True,sklearn_GaussianMixture_1.6.1,False,False,20000,44140,40,HSCs,358,0.0081105573176257,0.0014472395525772,30,916,299,617,59,0.3264192139737991,0.835195530726257,0.4693877551020409,0.6367120954003408,5,1.8205031652060748,0.835195530726257
Nilsson_rare,40,20,3.727845300003537,True,30,0.5543796401888246,True,sklearn_GaussianMixture_1.6.1,False,False,20000,44140,40,HSCs,358,0.0081105573176257,0.0012766794591339,29,1198,319,879,39,0.2662771285475793,0.8910614525139665,0.4100257069408741,0.6064638783269962,5,1.557643729054765,0.8910614525139665
Nilsson_rare,40,21,4.111550599998736,True,33,0.5180523338770154,True,sklearn_GaussianMixture_1.6.1,False,False,20000,44140,40,HSCs,358,0.0081105573176257,0.0008852300702475,19,1241,321,920,37,0.2586623690572119,0.8966480446927374,0.4015009380863039,0.600448933782267,4,1.5107548203680043,0.8966480446927374
Nilsson_rare,40,22,3.4118330999990576,True,27,0.5132581692584138,True,sklearn_GaussianMixture_1.6.1,False,False,20000,44140,40,HSCs,358,0.0081105573176257,0.0010334696726583,28,1740,326,1414,32,0.1873563218390804,0.9106145251396648,0.3107721639656816,0.5138713745271122,4,1.4646020109219555,0.9106145251396648
Nilsson_rare,40,23,3.4967768999995315,True,28,0.517716242110458,True,sklearn_GaussianMixture_1.6.1,False,False,20000,44140,40,HSCs,358,0.0081105573176257,0.0011570431418354,2,1395,324,1071,34,0.232258064516129,0.905027932960894,0.3696520250998289,0.5730456314113901,5,1.476821684313328,0.905027932960894
