dataset,mean,std,median,min,max,pairs
Levine_13dim,0.9096821682537133,0.013800312044642599,0.9098801892466917,0.8672542451104728,0.9447794155784456,435
Levine_32dim,0.8113922373899777,0.02984783401318502,0.8098751405477079,0.7392013178567239,0.9031715072296972,435
Samusik_01,0.90463038103802,0.020546849547399392,0.9048101870692977,0.8272726517990234,0.9519449826272187,435
