source_run,run_name,repeat,runtime_seconds,all_checks_passed,dataset,algorithm,seed_control,k_neighbors,evaluation_scope,n_valid_communities,outlier_events,outlier_fraction,quality_q,evaluation_mode,n_total_events,n_evaluable_events,n_true_populations,n_predicted_clusters_all_events,n_predicted_clusters_evaluable,clusters_absent_from_evaluation,overclustering_ratio_evaluable,ari,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,hungarian_accuracy,matched_clusters,unmatched_evaluable_clusters,unmatched_evaluable_events,mean_population_effective_predicted_clusters,median_population_effective_predicted_clusters,mean_population_split_clusters_ge_1pct,mean_evaluable_cluster_purity,weighted_evaluable_cluster_purity,mean_cluster_effective_true_populations,mean_cluster_merge_populations_ge_1pct
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat018,18,272.817252199995,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.876109,multiclass_rectangular_hungarian,265627,104184,14,31,30,1,2.142857142857143,0.5522522217191523,0.6247854482745258,0.5533127191102375,0.5562496868793442,0.9280329469878812,0.5641749212930969,0.6815268395264776,0.5641749212930969,14,16,29588,1.5267434167021816,1.1519885554515177,2.4285714285714284,0.8405960283539922,0.9446940029179144,1.4205872275339808,2.033333333333333
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat019,19,274.78591700000106,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.875467,multiclass_rectangular_hungarian,265627,104184,14,31,30,1,2.142857142857143,0.5488236361009863,0.6213728055072206,0.5655958616211815,0.5650303567017319,0.92707769378022,0.5897450664209475,0.7035863088867497,0.5897450664209476,14,16,28207,1.557525180165641,1.1649235145707777,2.571428571428572,0.8818260299461578,0.946719265914152,1.3024176159791885,2.033333333333333
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat020,20,270.2397132000042,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,30,0,0.0,0.875856,multiclass_rectangular_hungarian,265627,104184,14,30,29,1,2.071428571428572,0.5562876804820162,0.6196925821347898,0.5533483914191788,0.556120039079575,0.9250674111588308,0.574464409122322,0.6923381909920019,0.574464409122322,14,15,36055,1.564274036476187,1.2735705670791757,2.571428571428572,0.8735400824592809,0.9456730400061428,1.3205616841583068,2.034482758620689
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat021,21,311.4482960000023,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.87561,multiclass_rectangular_hungarian,265627,104184,14,31,29,2,2.071428571428572,0.5698209091969775,0.6673896046593754,0.6137139478192861,0.6092192986432778,0.9345208438637836,0.5810297166551486,0.7017991058824735,0.5810297166551486,14,15,34643,1.5874610572002037,1.3806777283041545,2.7857142857142856,0.8611551134613258,0.9479190662673732,1.405302151125912,2.1724137931034484
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat022,22,246.0742539999992,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.875003,multiclass_rectangular_hungarian,265627,104184,14,31,29,2,2.071428571428572,0.5713353157019829,0.6665359443038344,0.6463358899905448,0.619306760209304,0.9311248411417552,0.5929509329647544,0.7083213713815277,0.5929509329647547,14,15,27478,1.5329725309842408,1.2484519034916524,2.571428571428572,0.8665148929879554,0.9458362128541812,1.3344778085033708,1.862068965517241
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat023,23,259.584199799996,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.875153,multiclass_rectangular_hungarian,265627,104184,14,31,29,2,2.071428571428572,0.5452379976174092,0.6189896855631035,0.5503018567547683,0.5525334334706775,0.9248665767526836,0.5635510251094218,0.682917841875544,0.5635510251094218,14,15,35834,1.5741868142230262,1.283590275015252,2.571428571428572,0.8788334103619775,0.945461875143976,1.3100545874712386,2.1379310344827585
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat024,24,446.023783800003,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,32,0,0.0,0.876108,multiclass_rectangular_hungarian,265627,104184,14,32,30,2,2.142857142857143,0.5447569191885033,0.664385774017311,0.6041826489783634,0.6009307892490201,0.9307573763161454,0.54719534669431,0.6693778675561811,0.54719534669431,14,16,38463,1.585973155861664,1.2488818001730144,2.571428571428572,0.8351142083189357,0.9457402288259232,1.4597335698668796,1.9666666666666663
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat025,25,256.2211454999924,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.875527,multiclass_rectangular_hungarian,265627,104184,14,31,29,2,2.071428571428572,0.5703639708638576,0.6249320717892352,0.5812583653974172,0.5727433358066697,0.925545450026348,0.5924134224065115,0.7062743326455928,0.5924134224065115,14,15,28827,1.5162467950062086,1.2281961206746086,2.642857142857143,0.8419392559025939,0.9413249635260692,1.4104275772595354,1.9655172413793105
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat026,26,388.3730865999969,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.875658,multiclass_rectangular_hungarian,265627,104184,14,31,29,2,2.071428571428572,0.5385203040454094,0.6183804110442729,0.5478716936349108,0.5497666165153597,0.928889997080619,0.5578111802196114,0.6794561017531514,0.5578111802196114,14,15,36303,1.5390352090963435,1.281771794548482,2.5,0.8598474372561625,0.9439741227059816,1.3546182605234482,1.9655172413793105
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat027,27,299.7833673999994,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,32,0,0.0,0.874951,multiclass_rectangular_hungarian,265627,104184,14,32,30,2,2.142857142857143,0.5587513877577543,0.644463171849739,0.6124640954409176,0.5902182337192972,0.928181144092501,0.5785629271289257,0.69634646864798,0.5785629271289258,14,16,35287,1.6009085987213645,1.2743457843783872,2.571428571428572,0.8617439482459858,0.946460109037856,1.3505477803005683,1.9666666666666663
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat028,28,335.07391029999417,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.875348,multiclass_rectangular_hungarian,265627,104184,14,31,30,1,2.142857142857143,0.5479709143521306,0.6205879485270355,0.5634817829034482,0.5623820439490387,0.9266873986027258,0.5792924057436842,0.6947086426338376,0.5792924057436842,14,16,28526,1.5633027563643778,1.1701660925608204,2.642857142857143,0.877727253593663,0.9461913537587344,1.3030471462659463,2.066666666666667
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat029,29,468.240489799995,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.876383,multiclass_rectangular_hungarian,265627,104184,14,31,30,1,2.142857142857143,0.5421560014496185,0.6599747029864631,0.6075439680154693,0.6030643539481823,0.928979794008832,0.5710569761191737,0.6912046455087367,0.5710569761191737,14,16,29380,1.5714750925280196,1.3305321990982393,2.642857142857143,0.8629679471827022,0.9454426783383244,1.3428198940078642,1.9
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat000,0,66.11383889999706,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,25,0,0.0,0.888712,multiclass_rectangular_hungarian,86864,53173,24,25,25,0,1.0416666666666667,0.823069731379113,0.6236514588236836,0.6809867865001094,0.6188204248006758,0.9359541630613012,0.8317567186353977,0.8636788375667264,0.8317567186353977,24,1,17,1.428231471524971,1.253335220680292,3.208333333333333,0.8187142989384065,0.9265228593459086,1.5397958701817125,2.88
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat001,1,64.54439710000588,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,25,0,0.0,0.888643,multiclass_rectangular_hungarian,86864,53173,24,25,25,0,1.0416666666666667,0.8154464253959846,0.6738519183379528,0.703584421175968,0.6605179183258736,0.9430067154019938,0.8359129633460591,0.8705502492128652,0.8359129633460591,24,1,18,1.441859699016432,1.230215507631229,3.2916666666666665,0.8263918341636273,0.9303029733135236,1.5131414578366715,2.92
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat002,2,65.04780230000324,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,25,0,0.0,0.888198,multiclass_rectangular_hungarian,86864,53173,24,25,25,0,1.0416666666666667,0.8166611638559234,0.6661206447464928,0.6954995036405937,0.6610103051401071,0.9289137134957568,0.8439245481729449,0.8764093648373812,0.8439245481729449,24,1,19,1.543268780953366,1.2817616292753558,3.25,0.8159655942552465,0.9289677091757096,1.543507780159358,3.08
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat003,3,75.5800081999987,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,25,0,0.0,0.888246,multiclass_rectangular_hungarian,86864,53173,24,25,25,0,1.0416666666666667,0.8062668611907777,0.6620578599625512,0.6899797870051175,0.656761316522036,0.9255059135099672,0.8342391815395032,0.8694115068469884,0.8342391815395032,24,1,18,1.5642565345634745,1.3266326109813478,3.25,0.816057868114616,0.928516352284054,1.5452641459173486,3.08
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat004,4,78.17481640000187,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,25,0,0.0,0.888504,multiclass_rectangular_hungarian,86864,53173,24,25,25,0,1.0416666666666667,0.8448604695306716,0.6771250331802374,0.7172384108171532,0.6724779536387132,0.9428838003381032,0.8699339890545954,0.8950413324052157,0.8699339890545954,24,1,17,1.3995499001968918,1.2230596195137755,3.1666666666666665,0.8237473598517857,0.9318451093600136,1.51774969268531,3.0
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat005,5,66.9515878999955,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.888087,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8270088875571707,0.6635621873355204,0.6920644587771116,0.657710880715625,0.9281079021957748,0.851654034942546,0.8814719940004627,0.851654034942546,24,0,0,1.5043825124703296,1.2134270565353726,3.208333333333333,0.8129626929505339,0.92864799804412,1.5559076435120194,3.0
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat006,6,70.57915199999843,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.888155,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8540649914782892,0.6776647726246928,0.7132534004783931,0.672830543146981,0.9396422233389072,0.8823651101122749,0.901828152980414,0.882365110112275,24,0,0,1.4088937219702302,1.1945032926215786,3.208333333333333,0.8188001298234356,0.928102608466703,1.5343789735470386,2.875
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat007,7,84.98752909999894,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.887753,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8511955798823655,0.6674666217100061,0.6911931765946976,0.6565551722298436,0.9275588005102988,0.8678276568935362,0.8913485013842457,0.8678276568935362,24,0,0,1.5456357152152282,1.2631112459929468,3.333333333333333,0.8041674675621576,0.927143475071935,1.5947400899180544,3.0
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat008,8,83.30100470000616,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.888037,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8355110993090569,0.6504143424919259,0.7119534229340042,0.651052266977641,0.9286858719663956,0.8601169766610873,0.8780113386547199,0.8601169766610874,24,0,0,1.4882537862963874,1.2645038167622134,3.25,0.7851250506892807,0.9162356835235927,1.688936584487538,3.208333333333333
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat009,9,151.6019923000058,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.888789,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8290448604381069,0.6470849822530281,0.7107521368771273,0.6498873665831332,0.9327772963802036,0.8539108194008238,0.8787588384901621,0.8539108194008237,24,0,0,1.5235090815571013,1.2618687515183518,3.2916666666666665,0.7967329128506787,0.9178154326443873,1.6741268117225356,3.1666666666666665
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat010,10,128.50491980000515,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.889499,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8301255327169607,0.6783319494254849,0.700502394854265,0.6571162926321722,0.944192518723916,0.8482876647922818,0.8787085647722886,0.8482876647922818,24,0,0,1.4315815907774945,1.2379660339242458,3.25,0.8107637743626596,0.927444379666372,1.5781330713518276,3.0
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat011,11,99.6744566000052,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.888878,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8300460975938814,0.6713812775830167,0.7086482824997936,0.6647565063315285,0.94003959571771,0.8573524156996973,0.8844988908441791,0.8573524156996972,24,0,0,1.4163065605386314,1.1959623435551203,3.25,0.8045712864870835,0.9288360634156432,1.5795179093647196,2.9166666666666665
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat012,12,68.78639269999985,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.888792,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8564358257330758,0.661493154680712,0.6886432142654083,0.6572049444049016,0.926490486639628,0.8686739510653902,0.8918085805079851,0.8686739510653904,24,0,0,1.5271608756018968,1.2860254736183,3.2916666666666665,0.8103573524502868,0.9293250333816034,1.5659999228775066,2.958333333333333
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat013,13,68.47827630000393,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.887913,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.818048373497978,0.6526554960744961,0.7152484297641509,0.656941320475123,0.9373248946898176,0.8511838715137382,0.881168975294754,0.8511838715137382,24,0,0,1.524519536005745,1.26317388097823,3.2916666666666665,0.7955458520980386,0.9199217648054464,1.6737581865147382,3.0416666666666665
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat014,14,76.47127570000157,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.888981,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8196995653373103,0.659465759727207,0.6873181398724891,0.6538216532355633,0.9263241771565022,0.8430782540010906,0.8758457972623859,0.8430782540010908,24,0,0,1.5528033659209204,1.2069189552966406,3.208333333333333,0.811765058196237,0.9264664397344516,1.563605045667637,2.9166666666666665
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat015,15,69.26986430000397,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,25,0,0.0,0.888384,multiclass_rectangular_hungarian,86864,53173,24,25,25,0,1.0416666666666667,0.8209366183240858,0.6639566857846706,0.6972770445150683,0.6611981307610431,0.9277510253189544,0.848118405957911,0.8791793885937911,0.848118405957911,24,1,17,1.548849476173179,1.275882000446294,3.25,0.8151864159367149,0.9296259379760404,1.540536893470036,3.08
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat016,16,80.26870469999994,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.888021,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8151496232815103,0.6086160136110087,0.6655425351201091,0.6129492797737043,0.925090021969669,0.8283715419479811,0.866652019947224,0.8283715419479811,24,0,0,1.5389234634494386,1.2114678149312326,3.2916666666666665,0.8145807121672398,0.9234573937900814,1.574399213707624,2.9166666666666665
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat017,17,78.32374039999559,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.88847,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8370666917900452,0.6594677068214684,0.690618673295876,0.6550211294841416,0.925944363443229,0.8592894890263856,0.8852490276788727,0.8592894890263856,24,0,0,1.5442898123040436,1.2694814896905928,3.2916666666666665,0.8114083008284796,0.9275760254264382,1.5632917004133606,2.958333333333333
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat018,18,84.72051459999784,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.88863,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8265107893798106,0.6719537707278539,0.7063008911343417,0.6642330772289529,0.9410740223942472,0.8548135331841348,0.8847067101048113,0.8548135331841348,24,0,0,1.429933140681414,1.2070064728784553,3.208333333333333,0.810878288572282,0.9283658999868354,1.5671537217825862,3.0
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat019,19,77.96705279999878,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,23,0,0.0,0.887954,multiclass_rectangular_hungarian,86864,53173,24,23,23,0,0.9583333333333334,0.8392613079439445,0.6387174280504975,0.6972598997305509,0.6332872622866729,0.9320480120926284,0.8649878697835369,0.8853462943071818,0.8649878697835368,23,0,0,1.465563542392105,1.2709259360370488,3.1666666666666665,0.7901242829616228,0.9164425554322684,1.705641933061001,3.0
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat020,20,72.54886229999829,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.889048,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8328256204155563,0.6440789019114649,0.7119024222039702,0.6432907918271068,0.9347756541069816,0.8499802531359901,0.8737950014286906,0.84998025313599,24,0,0,1.5105876158619644,1.3037979614213782,3.2916666666666665,0.7899704186245136,0.9187745660391552,1.7140246008171702,3.0416666666666665
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat021,21,87.84132580000005,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.888562,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.838240165200352,0.6372335651218703,0.6995679713190984,0.6452145624834001,0.9157724682013492,0.858292742557313,0.8790505404586528,0.8582927425573129,24,0,0,1.5998781522314989,1.2986634493115268,3.2916666666666665,0.7910598549377571,0.9155962612604142,1.6929923083394385,3.208333333333333
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat022,22,79.23140820000117,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,23,0,0.0,0.888061,multiclass_rectangular_hungarian,86864,53173,24,23,23,0,0.9583333333333334,0.8101261915418589,0.6352736739463235,0.6878308595160032,0.620562289001418,0.9325977006935564,0.8281646700393056,0.8572899340931892,0.8281646700393057,23,0,0,1.4243154633257482,1.2176484612999114,3.125,0.8046363891738274,0.9175521411242548,1.6681081920563372,2.9565217391304346
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat023,23,76.91191380000237,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.888036,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8338671906928345,0.653018979360155,0.7191794952031764,0.6543931972826896,0.931010710107474,0.8550392116299625,0.8738074865097272,0.8550392116299625,24,0,0,1.4969265423144804,1.302525460708453,3.208333333333333,0.7986551451589138,0.9166494273409436,1.660586436177269,3.125
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat024,24,137.33374249999906,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.889245,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8353580994893167,0.6784849380039852,0.7084271388020399,0.6708271832564737,0.9466970235149386,0.8651759351550599,0.8959801586580454,0.8651759351550599,24,0,0,1.416914646724431,1.273434507907766,3.2916666666666665,0.807180350566357,0.924811464465048,1.575796798333338,2.833333333333333
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat025,25,81.23605020000105,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.887319,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8056901774421381,0.6797726114495198,0.7070211250972425,0.6709325429889939,0.9449265370960436,0.8385458785473832,0.8763138645751869,0.838545878547383,24,0,0,1.4114136413416605,1.213545200240087,3.25,0.8091986231994417,0.93246572508604,1.5701572683149827,2.9166666666666665
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat026,26,103.59403509999538,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.888664,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8219847763576176,0.6512168364333641,0.7018871359545136,0.6407650155205663,0.9365850214602786,0.8552272770014857,0.8828749523926827,0.8552272770014857,24,0,0,1.4744362566160103,1.26830103615115,3.375,0.7956942270191872,0.919771312508228,1.6588389162040993,3.125
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat027,27,101.70709270000224,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.888628,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.8363884898156148,0.6511304732073694,0.691869432108902,0.6529587449319963,0.9415459230491148,0.8650442893949937,0.8933071257097593,0.8650442893949937,24,0,0,1.4789650850627398,1.1770385796413263,3.25,0.8041623622306906,0.9247362383164388,1.5990694237033498,2.9166666666666665
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat028,28,92.66545059999773,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,25,0,0.0,0.888166,multiclass_rectangular_hungarian,86864,53173,24,25,25,0,1.0416666666666667,0.831310110949598,0.638118435344534,0.6749565386258443,0.6424256715982816,0.9251913336730416,0.8513907434224136,0.881769672601721,0.8513907434224136,24,1,17,1.588091251866494,1.1895925230635758,3.25,0.8074845850185471,0.9205799936057774,1.5794866501189924,3.16
EXP-045A_phenograph_samusik_full_event_louvain30_20260915,repeat029,29,139.19677740000043,True,Samusik_01,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,24,0,0.0,0.889052,multiclass_rectangular_hungarian,86864,53173,24,24,24,0,1.0,0.832147640040948,0.6415372537920527,0.7008644761794995,0.6371917714339813,0.9344383440738884,0.8578601922028096,0.8827460709989433,0.8578601922028097,24,0,0,1.4474613590450571,1.2902796761353064,3.25,0.8100074865979577,0.9200346040283602,1.6128609433455257,2.958333333333333
