source_run,run_name,repeat,runtime_seconds,all_checks_passed,dataset,algorithm,seed_control,k_neighbors,evaluation_scope,n_valid_communities,outlier_events,outlier_fraction,quality_q,evaluation_mode,n_total_events,n_evaluable_events,n_true_populations,n_predicted_clusters_all_events,n_predicted_clusters_evaluable,clusters_absent_from_evaluation,overclustering_ratio_evaluable,ari,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,hungarian_accuracy,matched_clusters,unmatched_evaluable_clusters,unmatched_evaluable_events,mean_population_effective_predicted_clusters,median_population_effective_predicted_clusters,mean_population_split_clusters_ge_1pct,mean_evaluable_cluster_purity,weighted_evaluable_cluster_purity,mean_cluster_effective_true_populations,mean_cluster_merge_populations_ge_1pct
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat004,4,224.48833490000104,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.875738,multiclass_rectangular_hungarian,265627,104184,14,31,30,1,2.142857142857143,0.5712210968221753,0.6182356292769783,0.5575013401308764,0.5589734060860637,0.9248013758074748,0.5844851416724256,0.7004287960760807,0.5844851416724257,14,16,32475,1.525330237359546,1.2647340909147673,2.5,0.8829727585709058,0.9448091837518235,1.296044079203842,1.933333333333333
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat005,5,250.36143750000335,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.87616,multiclass_rectangular_hungarian,265627,104184,14,31,29,2,2.071428571428572,0.5545400247805274,0.6191607461158365,0.5481048685605346,0.554799598330123,0.9284185788542229,0.5660850034554249,0.6851150389079902,0.566085003455425,14,15,28828,1.545830486672308,1.2745550620359662,2.357142857142857,0.860169830078659,0.9455962527835368,1.365421419049612,1.9310344827586208
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat006,6,423.0426752999993,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,32,0,0.0,0.875444,multiclass_rectangular_hungarian,265627,104184,14,32,30,2,2.142857142857143,0.5420692592043254,0.6164063157857251,0.5408199607282443,0.5464989455402893,0.9293287115177246,0.5518409736619826,0.6738751800287237,0.5518409736619826,14,16,38424,1.5095088362563087,1.196532792242906,2.571428571428572,0.8626121924321288,0.9454426783383244,1.3492412519467605,2.1
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat007,7,388.1048775999952,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,30,0,0.0,0.876015,multiclass_rectangular_hungarian,265627,104184,14,30,28,2,2.0,0.4943824622651847,0.6167191471644751,0.537896895116737,0.5402949540954274,0.9275579891795528,0.5239384166474698,0.6454634695875302,0.5239384166474699,14,14,40936,1.6092358468946322,1.292596905951247,2.7142857142857144,0.881796539458879,0.9453274975044152,1.357163883612614,2.071428571428572
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat008,8,260.98209760000464,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,33,0,0.0,0.876928,multiclass_rectangular_hungarian,265627,104184,14,33,32,1,2.2857142857142856,0.5189808309325997,0.6408485960701363,0.5883955978647638,0.5726211638942192,0.9278441341125242,0.5368098748368271,0.6558625292481427,0.5368098748368272,14,18,31680,1.6038257757112184,1.393533648849402,2.5,0.8643331027265907,0.944626814098134,1.3389434536359135,2.0
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat009,9,280.17443959999946,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.875895,multiclass_rectangular_hungarian,265627,104184,14,31,30,1,2.142857142857143,0.534041259248999,0.619275600299236,0.5497833930773567,0.5517510776991844,0.9254833152726388,0.5538182446440911,0.6696767357937013,0.5538182446440912,14,16,38274,1.5855954271990276,1.254277345144828,2.571428571428572,0.8648635174704158,0.9455674575750596,1.3464801616324849,2.1666666666666665
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat010,10,247.55165610000404,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,32,0,0.0,0.875882,multiclass_rectangular_hungarian,265627,104184,14,32,30,2,2.142857142857143,0.56504332146651,0.6605842827366051,0.6182386192803024,0.6090719657060856,0.931974646022498,0.5812408815173155,0.6980460684985937,0.5812408815173156,14,16,29189,1.5332345664502351,1.242074385711808,2.357142857142857,0.8631318066234619,0.9486773400906088,1.3419453227532343,1.9
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat011,11,285.63820080000005,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,30,0,0.0,0.876395,multiclass_rectangular_hungarian,265627,104184,14,30,29,1,2.071428571428572,0.5423211133774483,0.6194101530012014,0.5522346638714505,0.5566471426098265,0.9281772689949706,0.5650099823389388,0.6825784837070201,0.5650099823389388,14,15,28962,1.5525257124138336,1.1492268605784823,2.4285714285714284,0.8776194722342757,0.9472855716808724,1.3667194178595097,2.0689655172413794
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat012,12,354.9867975000016,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,32,0,0.0,0.875901,multiclass_rectangular_hungarian,265627,104184,14,32,31,1,2.2142857142857144,0.5370961328200013,0.6214716602897005,0.5578565661402911,0.5595705352154055,0.9288586233655634,0.5781501958074177,0.6957223734865835,0.5781501958074177,14,17,34726,1.6049960928017608,1.2680200966410524,2.571428571428572,0.8699249666949884,0.944626814098134,1.3197215783253242,1.935483870967742
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat013,13,380.0835169999991,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,29,0,0.0,0.876254,multiclass_rectangular_hungarian,265627,104184,14,29,28,1,2.0,0.5594860014115186,0.6114766114554006,0.5514669151316879,0.5521903194100667,0.9246233154278144,0.567582354296245,0.6843831544592188,0.5675823542962452,14,14,29623,1.462880476334019,1.172013317113592,2.571428571428572,0.8562331179570783,0.9448475773631267,1.4217286722281663,2.0
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat014,14,434.0856761999967,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.876417,multiclass_rectangular_hungarian,265627,104184,14,31,30,1,2.142857142857143,0.5860812031458057,0.6201774071163934,0.5654186735125455,0.5648287643881141,0.924909293707148,0.5926533824771557,0.7048150211411675,0.5926533824771558,14,16,28236,1.500850296131872,1.17900715771097,2.571428571428572,0.8686055768713612,0.9453466943100668,1.328685173540839,2.033333333333333
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat015,15,264.0764858999973,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,33,0,0.0,0.875009,multiclass_rectangular_hungarian,265627,104184,14,33,32,1,2.2857142857142856,0.5491860785895363,0.6132120556357875,0.5499306685020946,0.5537456092479932,0.9258413918578644,0.579215618521078,0.6967546057697724,0.5792156185210781,14,18,34052,1.4941471383768352,1.2041088620317295,2.7857142857142856,0.8657498577595788,0.9425343622821164,1.3385037109213986,1.96875
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat016,16,292.21144829999685,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,30,0,0.0,0.874998,multiclass_rectangular_hungarian,265627,104184,14,30,29,1,2.071428571428572,0.5608982040928692,0.662375290832052,0.6156560853082221,0.6064141564864317,0.9311965627395804,0.5669680565153957,0.6863720592974146,0.5669680565153958,14,15,36639,1.5550719025382185,1.2330031480562442,2.571428571428572,0.8698928937778058,0.9478998694617216,1.3240702153956807,1.9310344827586208
EXP-045C_phenograph_levine32_full_event_louvain30_20260915,repeat017,17,265.4858585000038,True,Levine_32dim,PhenoGraph_v1.5.7_default_Louvain,unavailable,30,all_events_fit_evaluable_reference_labels_only,31,0,0.0,0.876672,multiclass_rectangular_hungarian,265627,104184,14,31,29,2,2.071428571428572,0.5476674946509207,0.619900718409114,0.5582360342928198,0.5585657809601425,0.9289560920066156,0.5809337326268909,0.6987853338667691,0.5809337326268909,14,15,34598,1.524307888585327,1.2630623589472632,2.571428571428572,0.8636947544542813,0.94588420486831,1.33740030921863,2.034482758620689
