true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24
1,0,0,3,4,0,0,0,0,2,877,0,0,0,1,1,0,7,17,0,0,0,0,0,0
10,1,0,0,0,0,0,14,0,14,0,0,571,0,0,0,0,2,2,0,1,1,2,0,0
11,39,13415,0,17,3,428,0,0,0,1,0,0,25,1,0,0,1,0,1,0,0,0,2,31
12,12,0,0,9,7782,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1
13,65,0,0,108,0,0,0,0,0,0,3498,0,0,0,0,0,0,0,0,0,0,6,0,7
14,5,0,0,4,0,0,0,0,0,5,0,0,0,171,0,0,0,9,0,0,0,0,0,0
15,42,0,0,34,0,0,0,0,0,3,4,0,0,61,0,0,2,6,0,0,0,0,0,0
16,1568,3,0,892,0,0,19,0,28,2,471,0,12,0,0,0,6,17,0,0,0,0,3,4
17,0,58,0,0,1,6877,0,0,0,0,0,0,4,0,0,1,43,0,3,0,0,0,0,0
18,4,0,0,0,1125,0,0,8351,39,0,0,0,38,0,1,0,5,0,0,0,1,0,0,0
19,61,0,1,37,0,0,84,0,3461,7,9,46,9,3,0,0,142,4,0,0,0,0,0,0
2,0,0,6607,23,0,0,0,0,0,124,0,0,0,0,7,0,9,8,0,1,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,1,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,248,43,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,0,2,0,0,0,0,0,2,0,9,0,224,0,0,1,1,0,0,0,0,0,0
24,2,0,0,6,0,0,2,0,66,3,1,900,0,2,0,0,7,5,0,0,0,0,0,0
3,0,0,403,17,0,0,0,0,7,812,0,0,0,0,3,0,15,21,0,0,0,0,0,0
4,18,0,0,6,0,0,0,0,2,4,0,1,0,222,0,0,0,0,0,0,0,0,0,0
5,11377,0,0,62,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,11,0,5
6,1,0,0,0,0,0,0,0,45,9,0,1,0,17,0,0,0,0,0,0,0,0,0,0
7,52,0,0,105,0,0,0,0,1,1,5,0,0,87,0,0,5,5,0,0,0,0,0,0
8,147,2,0,161,0,0,109,0,48,0,22,0,0,0,0,0,9,1,0,0,0,2,0,1
9,34,0,0,67,0,0,7637,0,10,0,3,27,0,0,0,0,8,2,0,1,1,6,0,0
