true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,21,22,23,24
1,4,0,0,0,4,0,0,0,2,877,0,0,0,0,0,1,7,17,0,0,0,0,0,0
10,0,1,0,0,0,0,20,0,12,0,0,566,0,0,1,0,2,2,0,2,0,2,0,0
11,0,42,13518,4,9,276,0,0,0,8,0,0,16,63,1,0,1,0,0,0,0,0,2,24
12,0,0,0,7806,10,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
13,0,67,0,0,116,0,0,0,0,2,3486,0,0,0,0,0,0,0,0,0,0,6,0,7
14,0,6,0,0,1,0,0,0,0,8,0,0,0,0,167,0,1,11,0,0,0,0,0,0
15,0,49,0,0,32,0,0,0,0,3,4,0,0,0,56,0,2,6,0,0,0,0,0,0
16,0,1592,3,10,662,0,17,0,24,218,466,0,5,0,0,0,6,17,0,0,0,0,1,4
17,0,0,69,1,0,6869,0,0,0,0,0,0,2,0,0,0,43,0,3,0,0,0,0,0
18,0,1,0,1619,0,0,0,7841,57,0,0,0,39,0,0,1,5,0,0,0,1,0,0,0
19,1,65,0,0,37,0,79,0,3451,9,9,51,10,0,5,0,142,5,0,0,0,0,0,0
2,6642,0,0,0,22,0,0,0,2,87,0,0,0,0,0,6,11,8,0,1,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,1,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,251,41,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,1,0,0,2,0,0,0,0,3,0,9,0,0,224,0,1,0,0,0,0,0,0,0
24,0,2,0,0,1,0,2,0,65,8,0,901,0,0,3,0,7,5,0,0,0,0,0,0
3,582,0,0,0,18,0,0,0,7,633,0,0,0,0,0,3,14,21,0,0,0,0,0,0
4,0,21,0,0,0,0,0,0,2,9,0,0,0,0,221,0,0,0,0,0,0,0,0,0
5,0,11407,0,0,64,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0,0,11,0,5
6,0,1,0,0,0,0,0,0,44,9,0,1,0,0,17,0,1,0,0,0,0,0,0,0
7,0,55,0,0,104,0,0,0,1,6,3,0,0,0,82,0,5,5,0,0,0,0,0,0
8,0,150,2,0,154,0,107,0,49,9,18,0,0,0,0,0,9,1,0,0,0,2,0,1
9,0,36,0,2,69,0,7631,0,8,2,2,28,0,0,0,0,7,2,0,1,2,6,0,0
