true_population,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,28,29,30,31,34,35,36,37,38,39,40
Basophils,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,1001,0,0
CD16+_NK_cells,0,0,0,0,2,0,0,0,1419,0,603,0,222,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD16-_NK_cells,0,20,6,0,6,0,12,0,0,3,2483,9,1321,0,41,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,60,0,0,0,0,0,0,0,0,1,0,22,207,0,4,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,2,0,0,0,0,0,0,0,0,1439,0,0,0,0,1650,7,4,0,0,0,0,186,0,4,0,0,0,0,3,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,0,0,0,831,4,0,0,0,79,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD4_T_cells,0,36,24337,0,42,517,0,146,0,0,0,1145,0,0,0,0,142,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CD8_T_cells,0,18640,369,1,32,36,833,13,0,0,0,102,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mature_B_cells,16271,0,0,0,57,0,0,0,0,0,0,0,0,1,31,11,0,1,0,4,5,3,0,0,52,0,0,3,81,0,0,0,0,0,0
Monocytes,1,0,0,0,64,0,0,0,1,0,1,0,1,0,4,13827,0,1,0,1,68,305,60,0,0,0,3762,1946,3,0,0,133,0,287,634
Plasma_B_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,7,0,0,1,19,0,0,0,0,0,0
Pre_B_cells,142,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,125,0,0,0,0,0,0,1162,15,0,1,4679,0,0,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,13,0,0,0,0,0,6,370,0,0,23,0,0,0,0,0,0
pDCs,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1014,216,0,3,0,0
