true_population,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,21,22,23,24,25
1,0,3,0,5,0,0,0,0,2,877,0,0,0,0,0,0,7,18,0,0,0,0,0,0
10,1,0,0,0,0,0,0,18,14,0,0,566,0,0,1,0,2,2,2,0,0,2,0,0
11,41,0,13343,13,6,469,0,0,0,6,0,0,17,41,1,0,1,0,0,0,0,0,2,24
12,21,0,0,10,7788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,118,0,0,134,0,0,0,0,0,0,3420,0,0,0,0,0,0,0,0,0,0,6,0,6
14,4,0,0,0,0,0,0,0,0,8,0,0,0,0,177,0,0,5,0,0,0,0,0,0
15,43,0,0,35,0,0,0,0,0,2,3,0,0,0,61,0,3,5,0,0,0,0,0,0
16,1500,0,3,717,0,0,0,17,25,186,534,0,16,0,0,0,6,17,0,0,0,0,0,4
17,0,0,31,0,0,6909,0,0,0,0,0,0,1,0,0,0,43,0,0,3,0,0,0,0
18,4,0,0,0,1036,0,8437,0,45,0,0,0,35,0,0,1,5,0,0,0,1,0,0,0
19,58,1,0,46,0,0,0,83,3452,7,9,48,9,0,5,0,142,4,0,0,0,0,0,0
2,0,6710,0,23,0,0,0,0,2,11,0,0,0,0,0,11,14,8,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,1,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,255,37,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,0,0,2,0,0,0,0,0,2,0,9,0,0,224,0,1,1,0,0,0,0,0,0
24,2,0,0,1,0,0,0,2,65,8,0,897,0,0,7,0,7,5,0,0,0,0,0,0
3,0,707,0,23,0,0,0,0,7,502,0,0,0,0,0,3,15,21,0,0,0,0,0,0
4,13,0,0,1,0,0,0,0,2,13,0,0,0,0,224,0,0,0,0,0,0,0,0,0
5,11520,0,0,60,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,13,0,5
6,1,0,0,0,0,0,0,0,45,9,0,1,0,0,17,0,0,0,0,0,0,0,0,0
7,50,0,0,105,0,0,0,0,1,4,2,0,0,0,89,0,5,5,0,0,0,0,0,0
8,148,0,2,157,1,0,0,107,49,7,17,1,0,0,0,0,9,1,0,0,0,2,0,1
9,34,0,0,67,3,0,0,7648,8,3,1,15,0,0,0,0,7,2,1,0,1,6,0,0
