true_population,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,27,28,29,30,31,32,33,34,35,36,37,38,39,40
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,191,1000,0,0,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,0,0,0,1707,179,0,0,0,2,358,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD16-_NK_cells,6,21,0,0,0,0,0,11,8,0,1380,0,0,2,39,2430,0,0,2,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,9,0,0,4,99,8,0,0,0,0,6
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,4,0,23,0,0,0,0,5,4,0,8,498,999,0,0,13,0,1721
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,894
CD4_T_cells,24254,34,0,0,55,643,0,0,1239,0,0,0,1,139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8_T_cells,420,18547,0,0,44,35,1,844,134,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mature_B_cells,0,0,10650,5629,0,0,0,0,0,0,0,39,0,0,27,0,84,0,64,10,4,0,3,0,0,0,1,0,3,0,2,0,1,3,0,0
Monocytes,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,3,0,70,14123,1,0,323,63,0,0,1,96,43,0,0,2524,1824,1710,311,0
Plasma_B_cells,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,304,0,0,1,0,0,0,0,0,0
Pre_B_cells,0,0,101,7,0,0,0,0,0,0,0,1108,0,0,1,0,4787,0,5,0,0,0,0,0,0,0,125,0,0,0,1,0,0,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,127,0,0,0,0,0,0,0,0,0,1,0,0,44,327,0,0,0,0,7
pDCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1231,3,0,0,1,0,0,0,0,1,0,0
