true_population,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,29,30,31,32,34,35,36,39,40
Basophils,0,1009,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,2,0,0,1495,2,0,551,0,0,0,0,0,0,0
CD16-_NK_cells,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1305,1,0,0,0,5,0,21,0,37,6,2501,6,0,12,0,8,2,0
CD34+CD38+CD123+_HSPCs,0,11,182,1,0,0,0,0,0,6,0,0,101,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123-_HSPCs,0,6,0,15,0,0,0,0,0,1222,0,5,1605,0,0,8,422,7,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,16,0,0,83,0,0,0,800,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
CD4_T_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,23,0,0,0,0,1118,204,0,0,24257,140,582
CD8_T_cells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,18322,0,0,0,0,124,122,854,0,534,82,40
Mature_B_cells,73,0,0,2,0,0,11,0,55,2,2,1,0,3,0,4,0,7,0,62,0,0,0,46,0,0,1,0,0,16251,0,0,0
Monocytes,2,0,0,586,282,2415,11926,3385,0,0,1833,1,0,319,1,1,0,39,241,64,0,0,1,2,0,1,0,0,0,0,0,0,0
Plasma_B_cells,17,0,0,0,0,0,0,0,7,0,0,305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pre_B_cells,4655,0,0,1,0,0,0,0,1249,17,0,137,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,70,0,0,0
Pro_B_cells,37,0,0,0,0,0,0,0,6,448,0,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pDCs,0,3,1232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
