dataset,method,regime,label_informed_regime,repeat_type,repeat_id,ari,precision,recall,f1,f2,source_id
Mosmann_rare,GMM,K=10,False,controlled_seed,8,0.0001172395733127,0.0064375147649421,1.0,0.0127926764861217,0.0313795485951174,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,9,8.052209602265773e-05,0.0051108922961504,1.0,0.0101698077999626,0.0250425033313421,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,10,0.0001072860818091,0.0057044079515989,0.908256880733945,0.0113376087952359,0.0278230566016525,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,11,7.60693674041166e-05,0.0050188783497559,1.0,0.0099876299995418,0.0246005236074749,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,12,7.558157954094772e-05,0.0049967910516182,1.0,0.0099438945399808,0.0244943820224719,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,13,9.833954536617776e-05,0.0053300733496332,1.0,0.0106036285811566,0.0260940342813367,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,14,7.149723575701745e-05,0.0038773477518497,1.0,0.0077247439849757,0.0190906543365559,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,15,7.108142896468901e-05,0.004899757259732,1.0,0.0097517333929769,0.0240278635041001,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,16,7.120644839121155e-05,0.0049105735009235,1.0,0.0097731552048776,0.0240798833561613,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,17,7.937200500737137e-05,0.0051439358187824,1.0,0.0102352223109066,0.0252011467677795,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,18,7.665299100365943e-05,0.0050367358255163,1.0,0.0100229885057471,0.0246863251347556,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,19,7.705267744407277e-05,0.0050509731232622,1.0,0.010051178016506,0.0247547238372093,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,20,9.626758469296287e-05,0.0059433632443771,0.9357798165137616,0.0118117074865381,0.028980565973406,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,21,6.667980999824586e-05,0.0039382881092603,1.0,0.0078456776794068,0.0193860491587521,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,22,0.0001070541718122,0.0067722895309102,1.0,0.0134534682794371,0.0329683624705099,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,23,8.290136359055255e-05,0.0051838112902458,1.0,0.0103141559424678,0.0253925359921725,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,24,0.0001189593455443,0.0081143452691133,1.0,0.0160980652783931,0.039296272261879,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,25,8.176230682076234e-05,0.0051269990592662,1.0,0.0102016940427722,0.025119837758112,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,26,8.317211083720914e-05,0.0051776553296598,1.0,0.010301970606304,0.0253629932985852,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,27,7.900119267576264e-05,0.0051279638690252,1.0,0.0102036040252749,0.0251244698506361,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,28,7.624631199449849e-05,0.0038715635433686,1.0,0.0077132646923539,0.0190626093039524,gmm_rare_runs
Mosmann_rare,GMM,K=10,False,controlled_seed,29,7.975666758481296e-05,0.0051607404952417,1.0,0.0102684879886952,0.0252818110126641,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,0,3.037499792379505e-05,0.0405656866393747,1.0,0.0779685264663805,0.1745116874799872,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,1,3.146007456769691e-05,0.0449114132674083,1.0,0.0859621451104101,0.1903597624869018,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,2,3.0435226234886587e-05,0.0368978476255551,0.9908256880733946,0.0711462450592885,0.1605709188224799,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,3,2.9516335061060023e-05,0.0421974522292993,0.9724770642201837,0.0808851583365127,0.1797829036635007,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,4,3.0731381366250795e-05,0.0426114151681,1.0,0.0817397825271841,0.1820307281229125,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,5,3.621457805147897e-05,0.0512091038406827,0.9908256880733946,0.0973850315599639,0.212180746561886,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,6,3.1488068593113605e-05,0.0425364316660102,0.9908256880733946,0.0815709969788519,0.1815126050420168,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,7,3.1603452618228184e-05,0.0415238095238095,1.0,0.0797366495976591,0.178046390068605,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,8,3.343999934048908e-05,0.0459140690817186,1.0,0.0877970197341925,0.193950177935943,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,9,3.3745447318262824e-05,0.0583900226757369,0.944954128440367,0.1099839829151094,0.2340909090909091,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,10,2.9945117821911385e-05,0.0403316999623068,0.981651376146789,0.0774800868935553,0.1731952088054386,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,11,2.863531550824847e-05,0.0397810218978102,1.0,0.0765180765180765,0.1715994962216624,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,12,3.347417988610509e-05,0.2941176470588235,0.3669724770642202,0.3265306122448979,0.3496503496503497,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,13,3.302517285980103e-05,0.0381519075953797,1.0,0.0734996628455832,0.1655025812329183,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,14,3.4656284724556345e-05,0.048169556840077,0.9174311926605504,0.091533180778032,0.1990445859872611,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,15,2.909847784752421e-05,0.0371538731160182,0.9724770642201837,0.0715732613099257,0.1611432046214654,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,16,3.1770075607411576e-05,0.0516098484848484,1.0,0.0981539846915803,0.2138932496075353,gmm_rare_runs
Mosmann_rare,GMM,K=40,False,controlled_seed,17,3.3069611130877706e-05,0.0461668784413384,1.0,0.0882591093117408,0.1948516267429388,gmm_rare_runs
