dataset,regime,ari,precision,recall,f1,f2,unit,source_id
Nilsson_rare,fixed_neighbor_K20,0.002350619092071808,0.6033333333333334,0.505586592178771,0.5501519756838905,0.5225173210161663,one_fixed_partition,xshift_k_sensitivity
Nilsson_rare,published_neighbor_K60,0.003792981007520215,0.5186170212765957,0.5446927374301676,0.5313351498637602,0.5392699115044246,one_fixed_partition,xshift_nilsson_published_k60
Nilsson_rare,official_automatic_elbow,0.003456507866006456,0.16055930568948892,0.9301675977653632,0.2738486842105263,0.47490017113519684,one_fixed_partition,xshift_nilsson_auto
