true_population,1,2,3,5,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32,34,35,36,37,38,40
Basophils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,997,199,0,0,0,0,0,0,0,0,0,0,0,0
CD16+_NK_cells,0,0,0,0,0,0,0,0,342,1658,0,0,0,95,0,0,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD16-_NK_cells,0,0,4,2,0,20,0,12,2510,0,0,0,1,330,11,1,991,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD34+CD38+CD123+_HSPCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,146,1,0,0,0,7,0,2,9,134,0,0,0
CD34+CD38+CD123-_HSPCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,5,0,2,0,0,0,1256,0,549,1259,212,0,0,0
CD34+CD38lo_HSCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,3,0,0,0,10,0,824,54,0,0,0,0
CD4_T_cells,0,0,24251,141,681,60,176,1056,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8_T_cells,0,1,364,83,33,18729,12,75,0,0,0,0,0,0,810,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mature_B_cells,16354,0,0,0,0,0,0,1,0,0,93,26,0,0,0,1,0,22,0,0,0,0,5,9,2,0,2,5,0,0,0,0,0,0
Monocytes,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,59,0,0,0,93,1672,10985,3892,0,2681,0,0,427,312,154,817
Plasma_B_cells,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pre_B_cells,170,0,0,0,0,0,0,0,0,0,5214,604,0,0,0,133,0,3,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0
Pro_B_cells,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,457,0,0,8,5,0,0,0
pDCs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1228,3,0,0,0,0,0,0,0,4,0,0,0
